Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.0627837495167	0.00512704748868	0.00462150429582	0.0642838401379
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	5.82211389646e-05	0.0116275636058	0.0107670402748	6.08996413751e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.000309116550762	0.039047063448	0.036735426708	0.000282870296854
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.000683993668556	0.0696525117808	0.0588297106845	0.000610703880332
Bacteria;Firmicutes;Bacilli;Bacillales	0.677371118713	0.517602775548	0.505843513262	0.690178481482
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.0926201983791	0.0642019477924	0.0655117893245	0.088328384526
Bacteria;Firmicutes;Bacilli;Other	0.00370479118088	0.00282109012592	0.00236120525158	0.0030438437577
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0163245371943	0.0242000841274	0.0229683405035	0.0160370952806
Bacteria;Firmicutes;Other;Other	0.000338436548802	0.00046526003705	0.000385531302497	0.000302221584768
Bacteria;Other;Other;Other	0.00251272383201	0.00164908106221	0.00131178069532	0.00181219119755
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.0661019355806	0.00883862826379	0.00979416525514	0.064139274634
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.00118787877772	0.0190323509937	0.0177594924905	0.00119067336221
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.00140652219168	0.0235937367731	0.0233336905645	0.00138475539687
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.0469781762877	0.00766661920008	0.00700637031325	0.0423110218675
Bacteria;Proteobacteria;Gammaproteobacteria;Other	8.92165654638e-05	0.000867522946376	0.000997927595273	7.85434627081e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.0271285376148	0.203428224944	0.231677172511	0.0256899730163
Unclassified;Other;Other;Other	0.000400846258915	0.000178491861887	9.53389683071e-05	0.000265226475521
