Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter	0.00442940251915	0.0591089267131	0.0616916170659	0.00482294110897
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Other	4.62083720328e-06	3.81966503876e-05	3.83866159387e-05	2.44168642398e-06
Archaea;Euryarchaeota;Other;Other;Other;Other	6.60119600469e-07	6.23618781839e-06	4.86590906265e-06	6.10421605995e-07
Archaea;Other;Other;Other;Other;Other	0.0	1.16928521595e-06	1.08131312503e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.010670173222	6.43106868771e-05	6.75820703145e-05	0.0113971818055
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Other	6.93125580493e-05	1.5590469546e-06	2.16262625007e-06	8.79007112633e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium	0.0	3.89761738649e-07	2.16262625007e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus	6.60119600469e-07	0.0	1.08131312503e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Aeromicrobium	0.0	3.89761738649e-07	5.40656562516e-07	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other;Other	0.000425777142303	2.49447512735e-05	1.5679040313e-05	0.000622019616509
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Other	6.60119600469e-07	3.89761738649e-07	0.0	1.22084321199e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium	9.50572224676e-05	6.23618781839e-06	7.56919187523e-06	0.000118421791563
Bacteria;Actinobacteria;Actinobacteria;Other;Other;Other	8.5815548061e-06	1.16928521595e-06	5.40656562516e-07	1.89230697858e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.0367752629421	0.000365986272592	0.000320609341572	0.0387251466843
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_incertae_sedis;Phocaeicola	6.60119600469e-07	0.0	0.0	6.10421605995e-07
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.000907664450645	4.98895025471e-05	4.37931815638e-05	0.00120985562308
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Other	3.96071760282e-06	0.0	0.0	0.0
Bacteria;Bacteroidetes;Other;Other;Other;Other	0.000355804464653	2.41652277962e-05	2.05449493756e-05	0.000523131316338
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Other	0.0	0.0	5.40656562516e-07	0.0
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Sediminibacterium	0.0	0.0	2.16262625007e-06	0.0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	0.0576357024366	0.000745224444297	0.000653653784082	0.067311190493
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Other;Other	4.62083720328e-06	7.79523477298e-07	0.0	2.44168642398e-06
Bacteria;Deinococcus-Thermus;Deinococci;Other;Other;Other	4.29077740305e-05	3.89761738649e-06	1.08131312503e-06	7.32505927194e-05
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Other	0.0129990751724	0.00874001722747	0.00831313530525	0.0130471514065
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria	0.0214439852212	0.00143237438954	0.00116133029629	0.0219550339028
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Other	1.38625116099e-05	1.16928521595e-06	0.0	1.46501185439e-05
Bacteria;Firmicutes;Bacilli;Bacillales;Other;Other	0.0035223981881	0.00458476733173	0.00397598836075	0.00448720922567
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus	0.0	2.33857043189e-06	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Other	1.32023920094e-06	5.06690260244e-06	3.78459593761e-06	4.88337284796e-06
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Other	0.000658139241668	0.00127802874103	0.00109807347847	0.000848486032333
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0.447565709955	0.624606048323	0.650266030062	0.449146386426
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Other	4.62083720328e-06	1.94880869325e-06	0.0	5.49379445395e-06
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.0087294215966	0.000115759236379	0.000106509342816	0.00896221001922
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Other	1.98035880141e-06	0.0	0.0	6.10421605995e-06
