Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1
Archaea;Euryarchaeota	0.0591523739443	0.0048258484891	0.00443365939203	0.0617409902291
Archaea;Other	1.16863432224e-06	0.0	0.0	1.62109410884e-06
Bacteria;Actinobacteria	0.000100502551713	0.0122348376233	0.0112609670392	9.78060112331e-05
Bacteria;Bacteroidetes	0.00044096468426	0.0403724017595	0.0379797028129	0.000383118574388
Bacteria;Deinococcus-Thermus	0.000751431869203	0.0673745797973	0.0576646226969	0.000652760561158
Bacteria;Firmicutes	0.76354281623	0.599256904746	0.592842938936	0.781658617034
Bacteria;Other	0.0276748189298	0.01983539647	0.0118191330876	0.0165070609456
Bacteria;Proteobacteria	0.143587761906	0.253282004039	0.282468967683	0.136288623918
Unassignable;Other	3.89544774082e-07	6.10094625676e-07	6.59770742862e-07	0.0
Unclassified;Other	0.00474777170651	0.00281741698137	0.00152934858195	0.00266940163255
