Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
Archaea;Euryarchaeota;Methanobacteria	0.0010880515817	0.0186920743411	0.0159302885143	0.00138845028591
Bacteria;Actinobacteria;Actinobacteria	0.00869433810195	1.8761347007e-05	3.99355440319e-05	0.00798097927503
Bacteria;Bacteroidetes;Bacteroidia	0.0272919605078	0.000139988512283	0.000127793740902	0.0160715730463
Bacteria;Deinococcus-Thermus;Deinococci	0.052380112835	0.000253999774864	0.000313494020651	0.0412620282336
Bacteria;Firmicutes;Bacilli	0.69327775539	0.872020192982	0.876295658807	0.68744731327
Bacteria;Firmicutes;Clostridia	0.0257681845658	0.0160164176218	0.0161758921101	0.0256758908135
Bacteria;Firmicutes;Other	0.000108301430586	0.000796635657527	0.00067491069414	0.000104394758339
Bacteria;Other;Other	0.000465948015313	0.00149080549679	0.00110421779248	0.000477606019402
Bacteria;Proteobacteria;Alphaproteobacteria	0.00648297400766	0.0443720288521	0.0456443300513	0.00776175028252
Bacteria;Proteobacteria;Betaproteobacteria	0.0156885956075	0.000863021962321	0.00090054651792	0.0155600387305
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0167287930687	0.000854362879087	0.000880578745904	0.0171546686641
Bacteria;Proteobacteria;Gammaproteobacteria	0.152024984888	0.044481710573	0.0419123534615	0.17911530662
