Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter	0.00443120813914	0.0591164310392	0.0617078809228	0.00482460942255
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Other	5.290994793e-06	3.2028935409e-05	3.52158269678e-05	1.83491737673e-06
Archaea;Euryarchaeota;Other;Other;Other;Other	0.0	5.8589515992e-06	3.25069172011e-06	6.11639125576e-07
Archaea;Other;Other;Other;Other;Other	0.0	7.8119354656e-07	1.62534586005e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.0106964073484	6.5620257911e-05	6.9348090029e-05	0.0114590590177
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Other	4.36507070422e-05	1.17179031984e-06	5.41781953351e-07	5.32126039251e-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium	0.0	3.9059677328e-07	2.16712781341e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus	6.61374349125e-07	0.0	1.0835639067e-06	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Aeromicrobium	0.0	3.9059677328e-07	5.41781953351e-07	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Other;Other	0.000411374845156	2.57793870365e-05	1.62534586005e-05	0.000590231756181
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Other	6.61374349125e-07	3.9059677328e-07	5.41781953351e-07	1.83491737673e-06
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium	9.5237906274e-05	6.24954837248e-06	7.04316539357e-06	0.000118046351236
Bacteria;Actinobacteria;Actinobacteria;Other;Other;Other	1.32274869825e-05	7.8119354656e-07	0.0	1.89608128929e-05
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.0367624931961	0.000364036192697	0.000322902044197	0.038697184197
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.000980818159752	5.31211611661e-05	4.76768118949e-05	0.00133704312851
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Other	0.0	0.0	0.0	6.11639125576e-07
