Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales	0.00108075112203	0.0186794129574	0.0159044023354	0.00138223990291
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0.00887616893741	2.30077449822e-05	4.97821532972e-05	0.00813265353755
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales	0.0274015440731	0.000139484453954	0.000131424884705	0.0162030673797
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales	0.0	0.0	0.0	2.59332064335e-06
Bacteria;Bacteroidetes;Other;Other	7.50521612521e-06	0.0	0.0	2.59332064335e-06
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales	0.0525114954894	0.000254523178865	0.00031661449497	0.0414334839188
Bacteria;Firmicutes;Bacilli;Bacillales	0.637730722852	0.779676396067	0.78578341179	0.63225416617
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.0503775123711	0.0888458452327	0.0877838578381	0.0503389470081
Bacteria;Firmicutes;Bacilli;Other	0.00250924392453	0.00146242979043	0.0012803969828	0.00233398857902
Bacteria;Firmicutes;Clostridia;Clostridiales	0.0258404591191	0.0160910416469	0.0162409296917	0.025725740782
Bacteria;Firmicutes;Other;Other	0.000592912073891	0.00105979425324	0.000840322747656	0.000593870427327
Bacteria;Other;Other;Other	0.00204141878606	0.00270772398759	0.00192159111727	0.00199167025409
Bacteria;Proteobacteria;Alphaproteobacteria;Other	1.2508693542e-05	2.01317768594e-05	1.7921575187e-05	1.29666032168e-05
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	0.0	0.0	1.99128613189e-06	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.00647449977735	0.0443114788516	0.0455845221312	0.00772809551719
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	2.5017387084e-06	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales	0.0158209955919	0.000869980357138	0.00090802647614	0.0156506900826
Bacteria;Proteobacteria;Betaproteobacteria;Other	1.2508693542e-05	2.87596812277e-06	0.0	7.77996193005e-06
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales	0.0167366319592	0.000930375687716	0.000961791201701	0.0171522227351
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	0.0064619910838	0.0356591287542	0.0336168924785	0.00607874358801
Bacteria;Proteobacteria;Gammaproteobacteria;Other	0.00053287034489	0.000582383544861	0.000452021951938	0.000420117944223
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales	0.0	0.0	3.98257226377e-06	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.144790629487	0.00826553238484	0.0078934582268	0.17236505656
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	5.0034774168e-06	1.43798406138e-06	3.98257226377e-06	0.0
Bacteria;Proteobacteria;Other;Other	0.000160111277338	0.00027034100354	0.000232980477431	0.000176345803748
Unclassified;Other;Other;Other	2.00139096672e-05	0.000146674374261	6.9695014616e-05	1.29666032168e-05
