Taxon	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
Archaea;Euryarchaeota;Methanobacteria	0.00108075112203	0.0186794129574	0.0159044023354	0.00138223990291
Bacteria;Actinobacteria;Actinobacteria	0.00887616893741	2.30077449822e-05	4.97821532972e-05	0.00813265353755
Bacteria;Bacteroidetes;Bacteroidia	0.0274015440731	0.000139484453954	0.000131424884705	0.0162030673797
Bacteria;Bacteroidetes;Flavobacteria	0.0	0.0	0.0	2.59332064335e-06
Bacteria;Bacteroidetes;Other	7.50521612521e-06	0.0	0.0	2.59332064335e-06
Bacteria;Deinococcus-Thermus;Deinococci	0.0525114954894	0.000254523178865	0.00031661449497	0.0414334839188
Bacteria;Firmicutes;Bacilli	0.690617479148	0.86998467109	0.874847666611	0.684927101757
Bacteria;Firmicutes;Clostridia	0.0258404591191	0.0160910416469	0.0162409296917	0.025725740782
Bacteria;Firmicutes;Other	0.000592912073891	0.00105979425324	0.000840322747656	0.000593870427327
Bacteria;Other;Other	0.00204141878606	0.00270772398759	0.00192159111727	0.00199167025409
Bacteria;Proteobacteria;Alphaproteobacteria	0.0064895102096	0.0443316106284	0.0456044349925	0.0077410621204
Bacteria;Proteobacteria;Betaproteobacteria	0.0158335042855	0.00087285632526	0.00090802647614	0.0156584700446
Bacteria;Proteobacteria;Epsilonproteobacteria	0.0167366319592	0.000930375687716	0.000961791201701	0.0171522227351
Bacteria;Proteobacteria;Gammaproteobacteria	0.151790494394	0.044508482668	0.0419703378018	0.178863918093
Bacteria;Proteobacteria;Other	0.000160111277338	0.00027034100354	0.000232980477431	0.000176345803748
Unclassified;Other;Other	2.00139096672e-05	0.000146674374261	6.9695014616e-05	1.29666032168e-05
