Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unclassified;Other;Other	1.73572087525e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	0.000935553551762	0.00065101494484	0.00102703539436	0.00080062058466
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141092857191	0.0125154005384
k__Bacteria;p__Bacteroidetes;Other	8.67860437627e-07	0.0	0.0	1.38276439492e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000356690639865	0.000356861081848	0.0450334156667	0.0438032105024
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.000645688165595	0.000629352451054	0.000232866478668	0.000203266366054
k__Bacteria;p__Firmicutes;c__Bacilli	0.772324624932	0.784769442658	0.594629264452	0.592466146471
k__Bacteria;p__Firmicutes;c__Clostridia	0.0182094477023	0.0181075645428	0.0271834597498	0.0240531866497
k__Bacteria;p__Proteobacteria;Other	0.000240397341223	0.000185841394061	9.69155286944e-05	7.88175705106e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0749805382297	0.0716207649825	0.0102501632084	0.011158908667
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00132088358607	0.00138639960232	0.0210522065108	0.0194610260941
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00150660571972	0.001642929134	0.0247592254834	0.0248662521139
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0830125865799	0.0754778290077	0.181875450085	0.201337409723
k__Bacteria;p__[Thermi];c__Deinococci	0.000597955841525	0.000676097832382	0.0759508153692	0.0658984027688
