Taxon	MockMiSeq.even
NOHIT;Other;Other;Other	7.15946228227e-05
k__Bacteria;Other;Other;Other	9.26518648294e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0486632862774
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00266163538964
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.309015026448
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	4.21144840133e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.2634345204e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0878129106162
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.381018159766
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00578653010343
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.000400087598127
k__Bacteria;p__Proteobacteria;Other;Other	0.000122132003639
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.000113709106836
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000223206765271
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	8.42289680267e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	5.89602776187e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.0185893332435
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	8.42289680267e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	8.42289680267e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.101782284963
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000703311883023
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales	8.42289680267e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0427967386544
