Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other;Other;Other	0.0	0.0	1.73595891332e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.00335774660353	0.0444070189202	0.0458093517843	0.00380305429011
k__Bacteria;Other;Other;Other;Other	0.0016429172014	0.00126339650696	0.00157191079602	0.00214990361108
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	9.68048856043e-06	1.14024955502e-06	0.0	2.42318503441e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.0123716643802	8.55187166263e-05	5.03428084864e-05	0.0139683155095
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.000125846351286	3.42074866505e-06	7.81181510996e-06	0.00010769711264
k__Bacteria;p__Bacteroidetes;Other;Other;Other	2.76585387441e-06	0.0	0.0	6.73106954003e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	4.14878081161e-06	0.0	0.0	8.07728344803e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0437959131743	0.000356898110721	0.000355871577232	0.0449770066664
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other	0.000269670752755	0.000754845205422	0.000776841613713	0.000333861049185
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.00326923927955	0.00331242495733	0.00364638169744	0.00359035249265
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__	0.0140671328052	0.00933978410515	0.00962589217438	0.0142281347937
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.024710138514	0.00313454602674	0.00338511988098	0.0259671200715
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.463501792273	0.668142909757	0.650274585301	0.464972860328
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.000141058547595	0.000210946167678	0.000190087501009	0.000119813037812
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.010152066646	0.000169897183698	0.000111101370453	0.0104371964288
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.00300233438067	0.000176738681028	0.000229146576559	0.00422845788504
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0734071447537	0.0996543903599	0.104214821444	0.0708593152618
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	1.3829269372e-06	2.28049911004e-06	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	2.35097579325e-05	1.02622459952e-05	2.95113015265e-05	2.28856364361e-05
