Taxon	MockMiSeq.even
Unclassified;Other;Other	0.00488885333019
k__Bacteria;Other;Other	0.0270002821302
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0489601185789
k__Bacteria;p__Bacteroidetes;Other	0.00155803249972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.300253917188
k__Bacteria;p__Firmicutes;Other	0.00557101891115
k__Bacteria;p__Firmicutes;c__Bacilli	0.0813503509784
k__Bacteria;p__Firmicutes;c__Clostridia	0.363240539163
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae	0.000400035371549
k__Bacteria;p__Proteobacteria;Other	0.00161698508079
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	4.21089864788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.1174082761
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.00564681508681
k__Bacteria;p__Verrucomicrobia;Other	2.52653918873e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0420374012018
