Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Community	Sample	P	R	F	TP	FP	FN
2 rtax_paired	2 rtax_paired	2	rtax_paired	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 blast_1.0	2 blast_1.0	2	blast_1.0	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 blast_100.0	2 blast_100.0	2	blast_100.0	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	L18S-1	EUK.Mock.1	1	0.5	0.666666666666667	1	0	1
2 rtax_single	2 rtax_single	2	rtax_single	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
2 rtax_paired	2 rtax_paired	2	rtax_paired	L18S-1	EUK.Mock.1	0.5	0.5	0.5	1	1	1
3 rtax_paired	3 rtax_paired	3	rtax_paired	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 blast_0.0001	3 blast_0.0001	3	blast_0.0001	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 blast_1e-06	3 blast_1e-06	3	blast_1e-06	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 mothur_0.0	3 mothur_0.0	3	mothur_0.0	L18S-1	EUK.Mock.1	0.142857142857143	0.666666666666667	0.235294117647059	2	12	1
3 mothur_0.3	3 mothur_0.3	3	mothur_0.3	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 mothur_0.6	3 mothur_0.6	3	mothur_0.6	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 mothur_0.9	3 mothur_0.9	3	mothur_0.9	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_0.1	3 rdp_0.1	3	rdp_0.1	L18S-1	EUK.Mock.1	0.2	0.666666666666667	0.307692307692308	2	8	1
3 rdp_0.4	3 rdp_0.4	3	rdp_0.4	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_0.7	3 rdp_0.7	3	rdp_0.7	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_1.0	3 rdp_1.0	3	rdp_1.0	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 blast_1.0	3 blast_1.0	3	blast_1.0	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 blast_1e-10	3 blast_1e-10	3	blast_1e-10	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 mothur_0.1	3 mothur_0.1	3	mothur_0.1	L18S-1	EUK.Mock.1	0.181818181818182	0.666666666666667	0.285714285714286	2	9	1
3 mothur_0.4	3 mothur_0.4	3	mothur_0.4	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 mothur_0.7	3 mothur_0.7	3	mothur_0.7	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 mothur_1.0	3 mothur_1.0	3	mothur_1.0	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 rdp_0.2	3 rdp_0.2	3	rdp_0.2	L18S-1	EUK.Mock.1	0.333333333333333	0.666666666666667	0.444444444444444	2	4	1
3 rdp_0.5	3 rdp_0.5	3	rdp_0.5	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_0.8	3 rdp_0.8	3	rdp_0.8	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 blast_100.0	3 blast_100.0	3	blast_100.0	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 blast_1e-30	3 blast_1e-30	3	blast_1e-30	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 mothur_0.2	3 mothur_0.2	3	mothur_0.2	L18S-1	EUK.Mock.1	0.25	0.666666666666667	0.363636363636364	2	6	1
3 mothur_0.5	3 mothur_0.5	3	mothur_0.5	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 mothur_0.8	3 mothur_0.8	3	mothur_0.8	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_0.0	3 rdp_0.0	3	rdp_0.0	L18S-1	EUK.Mock.1	0.142857142857143	0.666666666666667	0.235294117647059	2	12	1
3 rdp_0.3	3 rdp_0.3	3	rdp_0.3	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 rdp_0.6	3 rdp_0.6	3	rdp_0.6	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rdp_0.9	3 rdp_0.9	3	rdp_0.9	L18S-1	EUK.Mock.1	0.5	0.666666666666667	0.571428571428572	2	2	1
3 rtax_single	3 rtax_single	3	rtax_single	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
3 rtax_paired	3 rtax_paired	3	rtax_paired	L18S-1	EUK.Mock.1	0.4	0.666666666666667	0.5	2	3	1
4 rtax_paired	4 rtax_paired	4	rtax_paired	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 blast_0.0001	4 blast_0.0001	4	blast_0.0001	L18S-1	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-06	4 blast_1e-06	4	blast_1e-06	L18S-1	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 mothur_0.0	4 mothur_0.0	4	mothur_0.0	L18S-1	EUK.Mock.1	0.111111111111111	0.8	0.195121951219512	4	32	1
4 mothur_0.3	4 mothur_0.3	4	mothur_0.3	L18S-1	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 mothur_0.6	4 mothur_0.6	4	mothur_0.6	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.9	4 mothur_0.9	4	mothur_0.9	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.1	4 rdp_0.1	4	rdp_0.1	L18S-1	EUK.Mock.1	0.16	0.8	0.266666666666667	4	21	1
4 rdp_0.4	4 rdp_0.4	4	rdp_0.4	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.7	4 rdp_0.7	4	rdp_0.7	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_1.0	4 rdp_1.0	4	rdp_1.0	L18S-1	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 blast_1.0	4 blast_1.0	4	blast_1.0	L18S-1	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-10	4 blast_1e-10	4	blast_1e-10	L18S-1	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 mothur_0.1	4 mothur_0.1	4	mothur_0.1	L18S-1	EUK.Mock.1	0.153846153846154	0.8	0.258064516129032	4	22	1
4 mothur_0.4	4 mothur_0.4	4	mothur_0.4	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.7	4 mothur_0.7	4	mothur_0.7	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_1.0	4 mothur_1.0	4	mothur_1.0	L18S-1	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 rdp_0.2	4 rdp_0.2	4	rdp_0.2	L18S-1	EUK.Mock.1	0.307692307692308	0.8	0.444444444444444	4	9	1
4 rdp_0.5	4 rdp_0.5	4	rdp_0.5	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.8	4 rdp_0.8	4	rdp_0.8	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 blast_100.0	4 blast_100.0	4	blast_100.0	L18S-1	EUK.Mock.1	0.4	0.8	0.533333333333333	4	6	1
4 blast_1e-30	4 blast_1e-30	4	blast_1e-30	L18S-1	EUK.Mock.1	0.571428571428571	0.8	0.666666666666667	4	3	1
4 mothur_0.2	4 mothur_0.2	4	mothur_0.2	L18S-1	EUK.Mock.1	0.285714285714286	0.8	0.421052631578947	4	10	1
4 mothur_0.5	4 mothur_0.5	4	mothur_0.5	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 mothur_0.8	4 mothur_0.8	4	mothur_0.8	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.0	4 rdp_0.0	4	rdp_0.0	L18S-1	EUK.Mock.1	0.111111111111111	0.8	0.195121951219512	4	32	1
4 rdp_0.3	4 rdp_0.3	4	rdp_0.3	L18S-1	EUK.Mock.1	0.363636363636364	0.8	0.5	4	7	1
4 rdp_0.6	4 rdp_0.6	4	rdp_0.6	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rdp_0.9	4 rdp_0.9	4	rdp_0.9	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
4 rtax_single	4 rtax_single	4	rtax_single	L18S-1	EUK.Mock.1	0.444444444444444	0.8	0.571428571428571	4	5	1
4 rtax_paired	4 rtax_paired	4	rtax_paired	L18S-1	EUK.Mock.1	0.5	0.8	0.615384615384615	4	4	1
5 rtax_paired	5 rtax_paired	5	rtax_paired	L18S-1	EUK.Mock.1	0.272727272727273	0.818181818181818	0.409090909090909	9	24	2
5 blast_0.0001	5 blast_0.0001	5	blast_0.0001	L18S-1	EUK.Mock.1	0.18	0.818181818181818	0.295081967213115	9	41	2
5 blast_1e-06	5 blast_1e-06	5	blast_1e-06	L18S-1	EUK.Mock.1	0.18	0.818181818181818	0.295081967213115	9	41	2
5 mothur_0.0	5 mothur_0.0	5	mothur_0.0	L18S-1	EUK.Mock.1	0.0833333333333333	0.909090909090909	0.152671755725191	10	110	1
5 mothur_0.3	5 mothur_0.3	5	mothur_0.3	L18S-1	EUK.Mock.1	0.285714285714286	0.909090909090909	0.434782608695652	10	25	1
5 mothur_0.6	5 mothur_0.6	5	mothur_0.6	L18S-1	EUK.Mock.1	0.409090909090909	0.818181818181818	0.545454545454546	9	13	2
5 mothur_0.9	5 mothur_0.9	5	mothur_0.9	L18S-1	EUK.Mock.1	0.4375	0.636363636363636	0.518518518518518	7	9	4
5 rdp_0.1	5 rdp_0.1	5	rdp_0.1	L18S-1	EUK.Mock.1	0.161290322580645	0.909090909090909	0.273972602739726	10	52	1
5 rdp_0.4	5 rdp_0.4	5	rdp_0.4	L18S-1	EUK.Mock.1	0.344827586206897	0.909090909090909	0.5	10	19	1
5 rdp_0.7	5 rdp_0.7	5	rdp_0.7	L18S-1	EUK.Mock.1	0.444444444444444	0.727272727272727	0.551724137931034	8	10	3
5 rdp_1.0	5 rdp_1.0	5	rdp_1.0	L18S-1	EUK.Mock.1	0.2	0.181818181818182	0.19047619047619	2	8	9
5 blast_1.0	5 blast_1.0	5	blast_1.0	L18S-1	EUK.Mock.1	0.18	0.818181818181818	0.295081967213115	9	41	2
5 blast_1e-10	5 blast_1e-10	5	blast_1e-10	L18S-1	EUK.Mock.1	0.195652173913043	0.818181818181818	0.315789473684211	9	37	2
5 mothur_0.1	5 mothur_0.1	5	mothur_0.1	L18S-1	EUK.Mock.1	0.161290322580645	0.909090909090909	0.273972602739726	10	52	1
5 mothur_0.4	5 mothur_0.4	5	mothur_0.4	L18S-1	EUK.Mock.1	0.357142857142857	0.909090909090909	0.512820512820513	10	18	1
5 mothur_0.7	5 mothur_0.7	5	mothur_0.7	L18S-1	EUK.Mock.1	0.45	0.818181818181818	0.580645161290323	9	11	2
5 mothur_1.0	5 mothur_1.0	5	mothur_1.0	L18S-1	EUK.Mock.1	0.1	0.0909090909090909	0.0952380952380952	1	9	10
5 rdp_0.2	5 rdp_0.2	5	rdp_0.2	L18S-1	EUK.Mock.1	0.256410256410256	0.909090909090909	0.4	10	29	1
5 rdp_0.5	5 rdp_0.5	5	rdp_0.5	L18S-1	EUK.Mock.1	0.391304347826087	0.818181818181818	0.529411764705882	9	14	2
5 rdp_0.8	5 rdp_0.8	5	rdp_0.8	L18S-1	EUK.Mock.1	0.411764705882353	0.636363636363636	0.5	7	10	4
5 blast_100.0	5 blast_100.0	5	blast_100.0	L18S-1	EUK.Mock.1	0.18	0.818181818181818	0.295081967213115	9	41	2
5 blast_1e-30	5 blast_1e-30	5	blast_1e-30	L18S-1	EUK.Mock.1	0.310344827586207	0.818181818181818	0.45	9	20	2
5 mothur_0.2	5 mothur_0.2	5	mothur_0.2	L18S-1	EUK.Mock.1	0.256410256410256	0.909090909090909	0.4	10	29	1
5 mothur_0.5	5 mothur_0.5	5	mothur_0.5	L18S-1	EUK.Mock.1	0.36	0.818181818181818	0.5	9	16	2
5 mothur_0.8	5 mothur_0.8	5	mothur_0.8	L18S-1	EUK.Mock.1	0.5	0.818181818181818	0.620689655172414	9	9	2
5 rdp_0.0	5 rdp_0.0	5	rdp_0.0	L18S-1	EUK.Mock.1	0.0813008130081301	0.909090909090909	0.149253731343284	10	113	1
5 rdp_0.3	5 rdp_0.3	5	rdp_0.3	L18S-1	EUK.Mock.1	0.285714285714286	0.909090909090909	0.434782608695652	10	25	1
5 rdp_0.6	5 rdp_0.6	5	rdp_0.6	L18S-1	EUK.Mock.1	0.363636363636364	0.727272727272727	0.484848484848485	8	14	3
5 rdp_0.9	5 rdp_0.9	5	rdp_0.9	L18S-1	EUK.Mock.1	0.466666666666667	0.636363636363636	0.538461538461539	7	8	4
5 rtax_single	5 rtax_single	5	rtax_single	L18S-1	EUK.Mock.1	0.3	0.818181818181818	0.439024390243902	9	21	2
5 rtax_paired	5 rtax_paired	5	rtax_paired	L18S-1	EUK.Mock.1	0.272727272727273	0.818181818181818	0.409090909090909	9	24	2
6 rtax_paired	6 rtax_paired	6	rtax_paired	L18S-1	EUK.Mock.1	0.135135135135135	0.454545454545455	0.208333333333333	5	32	6
6 blast_0.0001	6 blast_0.0001	6	blast_0.0001	L18S-1	EUK.Mock.1	0.0923076923076923	0.545454545454545	0.157894736842105	6	59	5
6 blast_1e-06	6 blast_1e-06	6	blast_1e-06	L18S-1	EUK.Mock.1	0.0923076923076923	0.545454545454545	0.157894736842105	6	59	5
6 mothur_0.0	6 mothur_0.0	6	mothur_0.0	L18S-1	EUK.Mock.1	0.0405405405405405	0.545454545454545	0.0754716981132075	6	142	5
6 mothur_0.3	6 mothur_0.3	6	mothur_0.3	L18S-1	EUK.Mock.1	0.111111111111111	0.454545454545455	0.178571428571429	5	40	6
6 mothur_0.6	6 mothur_0.6	6	mothur_0.6	L18S-1	EUK.Mock.1	0.192307692307692	0.454545454545455	0.27027027027027	5	21	6
6 mothur_0.9	6 mothur_0.9	6	mothur_0.9	L18S-1	EUK.Mock.1	0.235294117647059	0.363636363636364	0.285714285714286	4	13	7
6 rdp_0.1	6 rdp_0.1	6	rdp_0.1	L18S-1	EUK.Mock.1	0.0740740740740741	0.545454545454545	0.130434782608696	6	75	5
6 rdp_0.4	6 rdp_0.4	6	rdp_0.4	L18S-1	EUK.Mock.1	0.138888888888889	0.454545454545455	0.212765957446809	5	31	6
6 rdp_0.7	6 rdp_0.7	6	rdp_0.7	L18S-1	EUK.Mock.1	0.227272727272727	0.454545454545455	0.303030303030303	5	17	6
6 rdp_1.0	6 rdp_1.0	6	rdp_1.0	L18S-1	EUK.Mock.1	0.1	0.0909090909090909	0.0952380952380952	1	9	10
6 blast_1.0	6 blast_1.0	6	blast_1.0	L18S-1	EUK.Mock.1	0.0923076923076923	0.545454545454545	0.157894736842105	6	59	5
6 blast_1e-10	6 blast_1e-10	6	blast_1e-10	L18S-1	EUK.Mock.1	0.0983606557377049	0.545454545454545	0.166666666666667	6	55	5
6 mothur_0.1	6 mothur_0.1	6	mothur_0.1	L18S-1	EUK.Mock.1	0.0740740740740741	0.545454545454545	0.130434782608696	6	75	5
6 mothur_0.4	6 mothur_0.4	6	mothur_0.4	L18S-1	EUK.Mock.1	0.142857142857143	0.454545454545455	0.217391304347826	5	30	6
6 mothur_0.7	6 mothur_0.7	6	mothur_0.7	L18S-1	EUK.Mock.1	0.217391304347826	0.454545454545455	0.294117647058824	5	18	6
6 mothur_1.0	6 mothur_1.0	6	mothur_1.0	L18S-1	EUK.Mock.1	0.1	0.0909090909090909	0.0952380952380952	1	9	10
6 rdp_0.2	6 rdp_0.2	6	rdp_0.2	L18S-1	EUK.Mock.1	0.0961538461538462	0.454545454545455	0.158730158730159	5	47	6
6 rdp_0.5	6 rdp_0.5	6	rdp_0.5	L18S-1	EUK.Mock.1	0.178571428571429	0.454545454545455	0.256410256410256	5	23	6
6 rdp_0.8	6 rdp_0.8	6	rdp_0.8	L18S-1	EUK.Mock.1	0.25	0.454545454545455	0.32258064516129	5	15	6
6 blast_100.0	6 blast_100.0	6	blast_100.0	L18S-1	EUK.Mock.1	0.0923076923076923	0.545454545454545	0.157894736842105	6	59	5
6 blast_1e-30	6 blast_1e-30	6	blast_1e-30	L18S-1	EUK.Mock.1	0.193548387096774	0.545454545454545	0.285714285714286	6	25	5
6 mothur_0.2	6 mothur_0.2	6	mothur_0.2	L18S-1	EUK.Mock.1	0.0925925925925926	0.454545454545455	0.153846153846154	5	49	6
6 mothur_0.5	6 mothur_0.5	6	mothur_0.5	L18S-1	EUK.Mock.1	0.172413793103448	0.454545454545455	0.25	5	24	6
6 mothur_0.8	6 mothur_0.8	6	mothur_0.8	L18S-1	EUK.Mock.1	0.25	0.454545454545455	0.32258064516129	5	15	6
6 rdp_0.0	6 rdp_0.0	6	rdp_0.0	L18S-1	EUK.Mock.1	0.04	0.545454545454545	0.0745341614906832	6	144	5
