Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Community	Sample	P	R	F	TP	FP	FN
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1	Mock.3	0.2	1	0.333333333333333	1	4	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1	Mock.1	0.2	1	0.333333333333333	1	4	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1	Mock.2	0.2	1	0.333333333333333	1	4	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1	Mock.3	0.25	1	0.4	1	3	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1	Mock.1	0.25	1	0.4	1	3	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1	Mock.2	0.25	1	0.4	1	3	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	ITS1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	ITS1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	ITS1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	ITS1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	ITS1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	ITS1	Mock.3	0.5	1	0.666666666666667	1	1	0
