Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Community	Sample	P	R	F	TP	FP	FN
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1-filtered	Mock.2	0.230769230769231	1	0.375	3	10	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1-filtered	Mock.3	0.230769230769231	1	0.375	3	10	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	ITS1-filtered	Mock.1	0.230769230769231	1	0.375	3	10	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1-filtered	Mock.2	0.6	1	0.75	3	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1-filtered	Mock.3	0.6	1	0.75	3	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	ITS1-filtered	Mock.1	0.6	1	0.75	3	2	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1-filtered	Mock.2	0.333333333333333	1	0.5	3	6	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1-filtered	Mock.3	0.333333333333333	1	0.5	3	6	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	ITS1-filtered	Mock.1	0.333333333333333	1	0.5	3	6	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1-filtered	Mock.2	0.6	1	0.75	3	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1-filtered	Mock.3	0.6	1	0.75	3	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	ITS1-filtered	Mock.1	0.6	1	0.75	3	2	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1-filtered	Mock.2	0.3	1	0.461538461538462	3	7	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1-filtered	Mock.3	0.3	1	0.461538461538462	3	7	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	ITS1-filtered	Mock.1	0.3	1	0.461538461538462	3	7	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1-filtered	Mock.2	0.6	1	0.75	3	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1-filtered	Mock.3	0.6	1	0.75	3	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	ITS1-filtered	Mock.1	0.6	1	0.75	3	2	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1-filtered	Mock.2	0.75	1	0.857142857142857	3	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1-filtered	Mock.3	0.75	1	0.857142857142857	3	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	ITS1-filtered	Mock.1	0.75	1	0.857142857142857	3	1	0
