id	taxonomy
fe91de7cd0ac12581a8ad44bf81938b3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
4a9d21a7a4a3f1ddf8d522da055ea2e6	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
cfef00a8a161f32d87c63662e701c022	Escherichia Coli ATCC-11775 5005 (LC140935) not found
c3b66ce3cdcab23e9cd5c6eddff1ac94	Escherichia Coli ATCC-11775 5002 (LC140932) not found
4d39e3fe1dc93133c1d17bf0c1fd8128	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__vulgaris
1e35379d88089e27e07899b9df535e35	other
8826128724233ed3f97fec6429b3b5ef	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae; g__Anaerolinea; s__thermophila
6ae3b4f3fef6e0cb17179d1d30dbd7e0	Escherichia Coli ATCC-11775 5501 (LC140936) not found
cbe02502935a5dee81d1b0b4c11ec0a7	other
de1504c97047578c2f757258a6564c8f	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
1b158b8b2922d4fcad5d9cea607cbb7d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli
5826f6bd485381c0ba2f0cd08501a931	other
094226930fb6d71f02c7b6124105e94b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__subtilis
1a7027993c37e1d023d3c01d16039178	other
d072c59c683082d3aa5a18fabce5b2ee	Escherichia Coli ATCC-11775 5004 (LC140934) not found
207c769c1208d911f1badd05ef5dcb35	Bacteroides vulgatus JCM-5826 5501 (LC140939) not found
e5269e32edd47bb63709e25e22a6f0ae	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
a6375351eeb843e5b84461d37cf466a3	other
19d868c86a50b4d4d238a25e6bf5ea5d	Escherichia Coli ATCC-11775 5501 (LC140936) not found
521080de462dfc157bdb3ec392a6c487	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
cc1e427b91cf1d82cc74738924f57c87	other
de249ff10460661cfd698fadbe39d584	other
14a2cd516d5bc0912630be6aeea6acfd	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
9e26409cababbcbf6677f4c43aeb7670	other
0a1ecb6089d61b94f4d5627348bc349f	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
c8bc630e42c66d1968b05ae9d99c9953	Bacteroides vulgatus JCM-5826 5501 (LC140939) not found
b3634d4cde23028d09e8eb89cb68f9df	Escherichia Coli ATCC-11775 5004 (LC140934) not found
f4a4b29021c1adcdd3c0d9e0f6a63357	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
0f06e0a1fa729308fa8836fb4511de8c	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__europaea
d65886bee0f292fbbf5fc64ff1bc0b24	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
361552c456026915e7971f7ff6979eb7	Escherichia Coli ATCC-11775 6001 (LC140938) not found
6a51a452d1a83fb05e2555a8aad21f69	other
7cd563c2194fe831b074c1233da9342f	Escherichia Coli ATCC-11775 5002 (LC140932) not found
c0b189ffde8f150b8e90c46b4473aa3c	Escherichia Coli ATCC-11775 5502 (LC140937) not found
f6dc864596104f6d58d7154a6d7b8a4e	other
f4a5bb35817150d51dfc9c328e23241b	other
887ebdda26f18198378fa9a8f78a15c3	other
e392356ed7ecaed507f51e6bf0ed5d78	other
1375e036d4bf6693e3d396afb96109f4	other
95865d1c5c4fa57118e9305aeb040dea	Escherichia Coli ATCC-11775 5003 (LC140933) not found
19eb7ff4e2e629af5cdaee0f246f9cbc	Escherichia Coli ATCC-11775 5501 (LC140936) not found
43c42b8fa62f50b1fb52b421bc2011dc	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
0b95b88ae14ae4772c27ae8af231cd65	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
8b057a5364e57c0605a3ab444601d2fc	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__
fdb690a39d34d55bf1aa55d52d3fcc41	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__
2c14984f66b1428c4839e9486961db6a	Escherichia Coli ATCC-11775 5001 (LC140931) not found
87487c968633558a98435ceb0e4d3d73	other
dec4f574cdeb5d3c5638adb9c876a22a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
4f8fe598c98c3d7abb3174aa93e18044	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
79420c98f368be110dc07f233dff9075	other
9ffcc6f47589fb4ca2339dd6a018161c	Escherichia Coli ATCC-11775 5003 (LC140933) not found
7410570dffc21b8fd0c685074c61fd30	other
6ad91f1902796a90a5165a6747501ce0	Escherichia Coli ATCC-11775 6001 (LC140938) not found
8d983bcb1195622b3bfb72f69d6d09a9	other
