Taxon	Even4	Even1	Even3
k__Bacteria;Other;Other;Other	5.8312438043e-05	9.74460281885e-05	4.00860513903e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	9.71873967384e-06	1.77174596706e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000106906136412	0.000203750786212	0.000106896137041
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.135022450289	0.128362995314	0.138497307554
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.059682780337	0.0120655900357	0.0122930557597
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.177988998387	0.17213397943	0.170820026991
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	0.0	1.77174596706e-05	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.000116624876086	9.74460281885e-05	0.000106896137041
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	4.85936983692e-05	7.08698386825e-05	0.000120258154171
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0408478628491	0.0383583001869	0.0482101578054
k__Bacteria;p__Firmicutes;c__Clostridia;Other	9.71873967384e-06	1.77174596706e-05	4.00860513903e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.341069450114	0.3840968082	0.346557276286
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.108431978541	0.143351966195	0.151725704512
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	9.71873967384e-06	8.85872983532e-06	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	8.74686570646e-05	0.000115163487859	8.01721027806e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	2.67240342602e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.0	8.85872983532e-06	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	1.94374793477e-05	2.65761895059e-05	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	1.94374793477e-05	2.65761895059e-05	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	1.94374793477e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.0	8.85872983532e-06	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.0	8.85872983532e-06	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	3.88749586954e-05	6.20111088472e-05	4.00860513903e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	3.88749586954e-05	0.0	2.67240342602e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0.0	0.0	2.67240342602e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	8.74686570646e-05	5.31523790119e-05	4.00860513903e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.13588741812	0.12046986703	0.130667165515
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	9.71873967384e-06	3.54349193413e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PYR10d3	9.71873967384e-06	8.85872983532e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.000116624876086	0.0001505984072	0.000200430256952
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.88749586954e-05	8.85872983532e-06	2.67240342602e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	1.94374793477e-05	0.0	1.33620171301e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.000184656053803	7.97285685178e-05	0.000187068239821
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	9.71873967384e-06	0.0	1.33620171301e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;Other	0.0	0.0	2.67240342602e-05
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales	9.71873967384e-06	8.85872983532e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	2.65761895059e-05	4.00860513903e-05
