Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other;Other;Other;Other	0.0	0.0	1.73595891332e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;Other	1.65951232464e-05	0.000237171907444	0.000304660789288	1.88469947121e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.00334115148028	0.0441698470127	0.045504690995	0.0037842072954
k__Bacteria;Other;Other;Other;Other;Other	0.0016429172014	0.00126339650696	0.00157191079602	0.00214990361108
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	9.68048856043e-06	1.14024955502e-06	0.0	2.42318503441e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;Other	6.63804929858e-05	2.28049911004e-06	8.67979456662e-07	9.55811874684e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0123052838872	8.32382175163e-05	4.94748290297e-05	0.013872734322
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.000125846351286	3.42074866505e-06	7.81181510996e-06	0.00010769711264
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	2.76585387441e-06	0.0	0.0	6.73106954003e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	4.14878081161e-06	0.0	0.0	8.07728344803e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0437959131743	0.000356898110721	0.000355871577232	0.0449770066664
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	0.000269670752755	0.000754845205422	0.000776841613713	0.000333861049185
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.00326923927955	0.00331242495733	0.00364638169744	0.00359035249265
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__	0.0140671328052	0.00933978410515	0.00962589217438	0.0142281347937
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.024710138514	0.00313454602674	0.00338511988098	0.0259671200715
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	0.000521363455326	0.000854046916708	0.000784653428823	0.000617912183774
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	9.54219586671e-05	2.39452406554e-05	1.12837329366e-05	0.000131928962985
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.462885006859	0.6672649176	0.649478648139	0.464223019181
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.000141058547595	0.000210946167678	0.000190087501009	0.000119813037812
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	9.54219586671e-05	3.42074866505e-06	1.73595891332e-06	0.000102312257008
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0100566446873	0.000166476435033	0.000109365411539	0.0103348841718
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	1.93609771209e-05	0.0	2.60393836999e-06	3.50015616081e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.00298297340355	0.000176738681028	0.000226542638189	0.00419345632344
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	5.25512236138e-05	0.000141390944822	0.000131064897956	5.11561285042e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0733545935301	0.0995129994151	0.104083756546	0.0708081591333
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	1.3829269372e-06	2.28049911004e-06	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	2.35097579325e-05	1.02622459952e-05	2.95113015265e-05	2.28856364361e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	4.42536619905e-05	3.76282353156e-05	3.47191782665e-05	5.51947702282e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0239108067443	0.0179862964808	0.0180600485548	0.0270077434224
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	4.14878081161e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;Other;Other;Other;Other	7.32951276718e-05	0.000196122923463	0.000247374145149	7.80804066643e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	4.56365889277e-05	0.000240592656109	0.000303792809832	4.57712728722e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;Other	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	4.14878081161e-06	2.39452406554e-05	3.29832193532e-05	2.69242781601e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.0	0.0	3.47191782665e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;Other;Other	1.3829269372e-06	6.84149733011e-06	9.54777402328e-06	4.03864172402e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;Other	4.01048811789e-05	0.000265678146319	0.000309000686572	3.90402033321e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0110606496438	0.0710432485254	0.0742573784764	0.0101504528664
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other	8.29756162322e-06	3.42074866505e-06	0.0	1.2115925172e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	2.76585387441e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia	0.0	2.28049911004e-06	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;Other	8.29756162322e-05	4.56099822007e-06	5.20787673997e-06	8.07728344803e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.019380338098	0.00137742146246	0.0013158568563	0.0209632429755
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other;Other;Other	2.76585387441e-06	0.0	8.67979456662e-07	1.34621390801e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;Other;Other	0.0	0.0	0.0	5.38485563202e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;Other	2.21268309953e-05	3.42074866505e-06	1.73595891332e-06	3.90402033321e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	0.0248456653538	0.00164081910967	0.00150768031622	0.0247245646344
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000199141478957	0.000379703101821	0.000401874488435	0.000203278300109
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.00010371952029	0.000873431159143	0.0011535446979	0.000141352460341
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia	0.00792417135018	0.0484948135749	0.0541749377876	0.00849864840124
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	4.14878081161e-06	4.67502317557e-05	3.21152398965e-05	5.38485563202e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	3.42074866505e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;Other;Other	3.87219542417e-05	2.28049911004e-06	6.9438356533e-06	4.03864172402e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;Other	0.000352646368987	3.07867379855e-05	4.86068495731e-05	0.000352708043897
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.164143746958	0.00794525889936	0.00831697915374	0.143729874102
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;Other	0.0280180997478	0.0172303110259	0.018396824584	0.0282381829343
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azorhizophilus	0.000537958578572	0.000419611836246	0.000479124660078	0.000663683456647
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	1.3829269372e-06	0.0	8.67979456662e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	1.3829269372e-06	4.78904813107e-05	2.77753426132e-05	1.2115925172e-05
k__Bacteria;p__Thermi;c__Deinococci;Other;Other;Other	2.48926848697e-05	0.0	0.0	2.28856364361e-05
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0652589392397	0.00066362524102	0.000584150174334	0.0750756572216
