Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unclassified;Other;Other	1.73572087525e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0458074096188	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;Other;Other	0.00172443868957	0.00144454629617	0.00161525881157	0.00127214324333
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.90145097587e-05	9.12105001528e-05	0.0141079396701	0.0125140177741
k__Bacteria;p__Bacteroidetes;Other	8.67860437627e-07	0.0	5.38419603858e-06	4.14829318477e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000356690639865	0.000355720950596	0.0450011104904	0.0437866173296
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.0014762306044	0.00127124634588	0.000411890996951	0.000312504753253
k__Bacteria;p__Firmicutes;c__Bacilli	0.770842319305	0.783442329881	0.594202566916	0.592143962367
k__Bacteria;p__Firmicutes;c__Clostridia	0.0181530367739	0.018053978374	0.0271107731032	0.0239812829012
k__Bacteria;p__Proteobacteria;Other	0.000269036735664	0.000218905200367	0.000148065391061	0.000128597088728
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0749449559517	0.0715865610449	0.0102434329634	0.0111533776094
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00132088358607	0.00138639960232	0.0210266315797	0.0194402846282
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00150486999885	0.00163950874025	0.0247242282091	0.0248399795904
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0829457613262	0.0754345040201	0.181856605399	0.201316668257
k__Bacteria;p__[Thermi];c__Deinococci	0.000592748678899	0.000670397176123	0.0757462159197	0.0657504469786
