Taxon	EUK.Mock.1
Root;Other;Other;Other;Other;Other	0.00408274616419
Root;k__Bacteria;Other;Other;Other;Other	0.00060206395048
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;Other;Other	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other;Other;Other	0.15149434154
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.000244588479883
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;Other	0.000159923236846
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;s__Neisseria_gonorrhoeae_tcdc-ng08107	0.0225679908938
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other;Other	2.82217476788e-05
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;Other	0.00678262669213
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_cf._lanienae_ub_994	0.000404511716729
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.0991147778478
Root;k__Eukaryota;Other;Other;Other;Other	0.0391623785289
Root;k__Eukaryota;p__Fungi;Other;Other;Other	0.00466599561622
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other;Other	0.000366882719824
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0135840678827
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.159819757105
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.017836144533
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;Other	0.252838637454
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	0.0117496542836
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other;Other	0.20413730821
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;s__Rhizopus_sp._accc_30795	0.000385697218276
Root;k__Eukaryota;p__Metazoa;Other;Other;Other	0.000103479741489
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	0.00302913425085
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other;Other	0.000884281427268
