Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria	0.0415566138753
Bacteria;Bacteroidetes;Bacteroidia	0.304658419931
Bacteria;Bacteroidetes;Other	0.00984611305439
Bacteria;Firmicutes;Bacilli	0.0940148278077
Bacteria;Firmicutes;Clostridia	0.418758094617
Bacteria;Firmicutes;Other	0.00146340468493
Bacteria;Lentisphaerae;Lentisphaeria	0.00043341253735
Bacteria;Other;Other	0.00600148889954
Bacteria;Proteobacteria;Betaproteobacteria	5.09897102765e-06
Bacteria;Proteobacteria;Gammaproteobacteria	0.119795225324
Bacteria;Proteobacteria;Other	0.000275344435493
Bacteria;Verrucomicrobia;Verrucomicrobiae	0.00318685689228
Unclassified;Other;Other	5.09897102765e-06
