Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	0.0438534566699
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.291394839338
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	0.024123661149
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.103255842259
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0385832521908
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI	0.0176241480039
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV	0.0304101752678
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.250109542356
Bacteria;Firmicutes;Clostridia;Clostridiales;Other	0.0478334956183
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	0.0257363680623
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.127075219085
