Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	0.0437789429839
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.291579888761
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	0.0241467179575
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.103429054468
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0386396491314
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI	0.0176843162718
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV	0.0305049861564
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.250263396467
Bacteria;Firmicutes;Clostridia;Clostridiales;Other	0.0479749099552
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	0.0258373557445
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.126160782104
