Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.0433237799851
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Other	5.2347113711e-05
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella	0.00140028529177
Bacteria;Actinobacteria;Actinobacteria;Other;Other;Other	6.54338921388e-06
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.27626189261
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.00449530838993
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.0217698559146
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	2.61735568555e-05
Bacteria;Bacteroidetes;Other;Other;Other;Other	0.0074005732009
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus	1.30867784278e-05
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0.00346145289414
Bacteria;Firmicutes;Bacilli;Lactobacillales;Other;Other	0.000654338921388
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Other	0.000994595160509
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	0.0853519689058
Bacteria;Firmicutes;Bacilli;Other;Other;Other	2.61735568555e-05
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0.0334498056613
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Other	0.000530014526324
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium	0.00222475233272
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus	0.015573266329
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII;Mogibacterium	6.54338921388e-06
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV;Blautia	0.028084226506
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	0.0825841152683
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	0.0914176907071
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Other	0.0742609241883
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia	0.0061311556934
Bacteria;Firmicutes;Clostridia;Clostridiales;Other;Other	0.0614685982752
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus	0.00289872142175
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium	0.000111237616636
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Other	0.00481593446141
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	0.000222475233272
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum	0.0230916205358
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Megasphaera	6.54338921388e-06
Bacteria;Firmicutes;Clostridia;Other;Other;Other	1.96301676416e-05
Bacteria;Firmicutes;Other;Other;Other;Other	0.000601991807677
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	0.000399146742047
Bacteria;Other;Other;Other;Other;Other	0.00560114116708
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Other	6.54338921388e-06
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella	0.0144347166058
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella	0.0018844960936
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Other	0.100637326109
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus	0.000451493855758
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia	6.54338921388e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Other;Other;Other	0.000229018622486
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1.96301676416e-05
Bacteria;Proteobacteria;Other;Other;Other;Other	1.30867784278e-05
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	0.00352034339707
