Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	0.0372192572826
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	0.325744941072
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other	0.000173726929064
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	0.0274071603291
Bacteria;Bacteroidetes;Other;Other;Other	0.00886702245942
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	0.0043431732266
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	0.0426256393151
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV	0.0324660885034
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.281555759395
Bacteria;Firmicutes;Clostridia;Clostridiales;Other	0.0638550700467
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	0.039415165666
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae	0.000507282632866
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0.133387536135
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	0.00243217700689
