Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.0389364562695
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella	0.000486484574016
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	0.299249929239
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Other;Other	0.000504174922162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	0.0207861590716
Bacteria;Bacteroidetes;Other;Other;Other;Other	0.000106142088876
Bacteria;Firmicutes;Bacilli;Lactobacillales;Other;Other	0.00351153410699
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	0.0729903764506
Bacteria;Firmicutes;Bacilli;Other;Other;Other	0.000106142088876
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0.031975304274
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium	0.000459949051797
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus	0.0157974808944
Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV;Blautia	0.0296401783187
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	0.0998266345882
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	0.0313561420889
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Other	0.14393751769
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia	0.00674886781772
Bacteria;Firmicutes;Clostridia;Clostridiales;Other;Other	0.0546189499009
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus	0.000486484574016
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Other	0.00269777809227
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum	0.0222102320974
Bacteria;Firmicutes;Other;Other;Other;Other	0.00174249929239
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	0.000371497311067
Bacteria;Other;Other;Other;Other;Other	0.00909283894707
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella	0.00541324653269
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella	0.00188402207755
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Other	0.0335762807812
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia	0.0674444523068
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	0.00404224455137
