Taxon	Mock.even.phasedmiseq
Bacteria;Actinobacteria;Actinobacteria	0.0424907225497
Bacteria;Bacteroidetes;Bacteroidia	0.301904605981
Bacteria;Bacteroidetes;Other	0.0089991268282
Bacteria;Firmicutes;Bacilli	0.0976042348832
Bacteria;Firmicutes;Clostridia	0.418762278978
Bacteria;Firmicutes;Other	0.00108600742196
Bacteria;Lentisphaerae;Lentisphaeria	0.000403841955905
Bacteria;Other;Other	0.00482427417594
Bacteria;Proteobacteria;Gammaproteobacteria	0.120595939751
Bacteria;Proteobacteria;Other	7.09452084698e-05
Bacteria;Verrucomicrobia;Verrucomicrobiae	0.00325802226588
