#NodeID	NodeType	Abundance	mock	k	p	c	o	f	g
1	otu	0.00215176920907	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Cronobacter
2	otu	0.821973644354	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
3	otu	0.0068595538974	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Other
4	otu	1.49255278362	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium
5	otu	0.000378980878309	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Other
6	otu	0.537788516405	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Edwardsiella
7	otu	8.42179729576e-06	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__
8	otu	5.89525810703e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__
9	otu	0.000762172655266	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Buttiauxella
10	otu	1.37992411961	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Clostridium
11	otu	1.26326959436e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus
12	otu	0.258418639122	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__
13	otu	6.73743783661e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Morganella
14	otu	0.020833333	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__ClostridialesFamily_XI.IncertaeSedis	g__Anaerococcus
15	otu	0.894712707598	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Subdoligranulum
16	otu	3.09865293353	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus
17	otu	2.94762905351e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	Other	Other
18	otu	4.21089864788e-05	MockMiSeq.even	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter
19	otu	0.173303744752	MockMiSeq.even	k__Bacteria	p__Tenericutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__
20	otu	0.000387402675605	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	Other	Other	Other
21	otu	0.0186374374155	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter
22	otu	0.00646794032314	MockMiSeq.even	Unknown	Other	Other	Other	Other	Other
23	otu	8.42179729576e-06	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas
24	otu	0.0242525827021	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus
25	otu	0.247697691164	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Klebsiella
26	otu	0.000109483364845	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__	g__
27	otu	0.0625421079865	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus
28	otu	0.0013811747565	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__	g__
29	otu	2.52653918873e-05	MockMiSeq.even	k__Bacteria	p__Verrucomicrobia	Other	Other	Other	Other
30	otu	0.00194122427667	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Trabulsiella
31	otu	0.304209968408	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium
32	otu	0.020833333	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella
33	otu	0.00369295811419	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	Other
34	otu	0.0120010611465	MockMiSeq.even	k__Bacteria	p__Lentisphaerae	c__Lentisphaerae	o__Victivallales	f__Victivallaceae	g__
35	otu	4.21089864788e-05	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	Other	Other	Other
36	otu	0.351121572855	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__
37	otu	0.00055583862152	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Other
38	otu	0.000606369405295	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Serratia
39	otu	0.000353715486421	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus
40	otu	0.00313711949267	MockMiSeq.even	k__Bacteria	p__Bacteroidetes	Other	Other	Other	Other
41	otu	0.000648478391773	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Leclercia
42	otu	0.00013895965538	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus
43	otu	2.10544932394e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes
44	otu	0.176383929053	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus
45	otu	4.21089864788e-05	MockMiSeq.even	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__
46	otu	8.42179729576e-06	MockMiSeq.even	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Alloscardovia
47	otu	5.89525810703e-05	MockMiSeq.even	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__ClostridialesFamilyXI.IncertaeSedis	Other
