Taxon	MockHiSeq.even
k__Bacteria;Other;Other	0.00158286849255
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0404899789712
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000748311226444
k__Bacteria;p__Bacteroidetes;Other	5.83429091804e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.344088721808
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52198893514e-05
k__Bacteria;p__Firmicutes;Other	0.000134442355937
k__Bacteria;p__Firmicutes;c__Bacilli	0.0906420510323
k__Bacteria;p__Firmicutes;c__Clostridia	0.375619259248
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00380243568963
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000167418782865
k__Bacteria;p__Proteobacteria;Other	0.00037796058556
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.28298340271e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.123311543525
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0189386156496
