Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.0122106094957
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.000169330486073
Root;k__Eukaryota;p__Fungi;Other;Other	0.000950132171852
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.0150892277589
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	6.58507445838e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.409252970339
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0611659344691
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.208427013857
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00892747951571
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	2.82217476788e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
Unassigned;Other;Other;Other;Other	0.282753689994
