Taxon	Mock.2	Mock.3	Mock.1
Root;Agaricomycetes;Agaricales;Cortinariaceae;Other	0.017273246631	0.0114008648932	0.0160298862286
Root;Arthoniomycetes;Arthoniales;Roccellaceae;Plectocarpon	3.36055381927e-05	6.55222120299e-05	0.0
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella	0.000168027690963	0.00026208884812	0.000237731363559
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	0.0647242665591	0.0655222120299	0.0713194090678
Root;Other;Other;Other;Other	0.31871492422	0.314637662167	0.317371370352
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces	0.221729340995	0.206001834622	0.209373408049
Root;Saccharomycetes;Saccharomycetales;Other;Other	0.100446953658	0.0819682872494	0.0906435727628
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	0.103605874248	0.12265758092	0.105620648667
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces	0.0656988271667	0.0473725592976	0.065579894719
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Other	0.00685552979131	0.00445551041803	0.00658855493293
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	0.0881809322176	0.133403223693	0.10151129224
Root;Sordariomycetes;Hypocreales;Nectriaceae;Other	0.00036966092012	0.000458655484209	0.000373577857022
Root;Sordariomycetes;Microascales;Microascaceae;Other	0.0114594885237	0.0107456427729	0.0142299201902
Unassigned;Other;Other;Other;Other	0.000739321840239	0.00104835539248	0.00112073357106
