Taxon	Mock.2	Mock.1	Mock.3
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Other	0.000234137204402	0.000237398116642	9.59723599603e-05
Root;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	0.0600431853066	0.0659175437208	0.06452541668
Root;Other;Other;Other;Other	0.000390228674003	0.00043522988051	0.000655811126396
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces	0.177840214366	0.23253145525	0.173629994562
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum	0.0139962017742	0.0228693519031	0.0123644390416
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae;Other	0.194620047348	0.179255361241	0.191944719921
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis;Candida	0.149145399204	0.114841338925	0.133609520458
Root;Saccharomycetes;Saccharomycetales;Other;Other	0.0607716121647	0.0530980454222	0.0591029783422
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Issatchenkia	0.10767709878	0.0967990820606	0.119949454557
Root;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	0.0748718749187	0.0650668671362	0.0754182795355
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces	0.0517183069279	0.0466487299201	0.0418759397294
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces	0.0158172689196	0.0167959167524	0.0148437250072
Root;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	0.0039543172299	0.00496557727309	0.00439873316485
Root;Sordariomycetes;Hypocreales;Nectriaceae;Other	0.0765108353495	0.0872240246894	0.093461083208
Root;Sordariomycetes;Hypocreales;Other;Other	0.000962564062541	0.00140460552346	0.00126363607281
Root;Sordariomycetes;Microascales;Microascaceae;Other	0.0	7.91327055472e-05	1.59953933267e-05
Root;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis	0.0111345248316	0.0114148927752	0.0124444160082
Root;Sordariomycetes;Other;Other;Other	0.000312182939202	0.000415446704123	0.000399884833168
