dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	2	0	rdp	0.5	1105271	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria; p__Actinobacteria; c__Thermoleophilia	overclassification	2
B1-REF	2	0	rdp	0.5	814161	k__Bacteria;p__Cyanobacteria	k__Bacteria; p__Cyanobacteria; c__Chloroplast	match	2
B1-REF	2	0	rdp	0.5	4348445	k__Bacteria;p__Firmicutes	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria	misclassification	1
B1-REF	2	0	rdp	0.5	4476741	k__Bacteria	k__Bacteria; p__Chloroflexi; c__Thermobacula	underclassification	1
B1-REF	2	0	rdp	0.5	583935	k__Bacteria;p__Bacteroidetes	k__Bacteria; p__Bacteroidetes; c__Bacteroidia	match	2
B1-REF	2	0	rdp	0.5	12524	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia	overclassification	2
B1-REF	2	0	rdp	0.5	2884179	k__Bacteria;p__Cyanobacteria	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae	match	2
B1-REF	2	0	rdp	0.5	263575	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	k__Bacteria; p__Bacteroidetes; c__Saprospirae	overclassification	2
B1-REF	2	0	rdp	0.5	198054	k__Bacteria	k__Bacteria; p__Firmicutes; c__Erysipelotrichi	underclassification	1
B1-REF	2	0	rdp	0.5	773133	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	k__Archaea; p__Euryarchaeota; c__Halobacteria	overclassification	2
B1-REF	2	0	rdp	0.5	2834269	k__Bacteria	k__Bacteria; p__Acidobacteria; c__Holophagae	underclassification	1
B1-REF	2	0	rdp	0.5	565906	k__Archaea;p__Euryarchaeota	k__Archaea; p__Euryarchaeota; c__Methanobacteria	match	2
B1-REF	2	0	rdp	0.5	46167	k__Archaea;p__Crenarchaeota;c__Aigarchaeota;o__Caldiarchales;f__Caldiarchaceae;g__Caldiarchaeum;s__subterraneum	k__Archaea; p__Crenarchaeota; c__Thermoprotei	overclassification	2
B1-REF	2	0	rdp	0.5	370251	k__Bacteria;p__Proteobacteria	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	match	2
B1-REF	2	0	rdp	0.5	4436985	k__Bacteria	k__Bacteria; p__Planctomycetes; c__Phycisphaerae	underclassification	1
B1-REF	2	0	rdp	0.5	219691	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	k__Archaea; p__Euryarchaeota; c__Methanococci	overclassification	2
B1-REF	2	0	rdp	0.5	672322	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	k__Bacteria; p__Spirochaetes; c__Brevinematae	misclassification	1
B1-REF	2	0	rdp	0.5	97840	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	k__Bacteria; p__Cyanobacteria; c__Gloeobacterophycideae	overclassification	2
