Taxon	Mock.3	Mock.2	Mock.1
Unclassified;Other;Other;Other;Other;Other	0.000943818786793	0.00109303838647	0.00140516149462
p__Ascomycota;Other;Other;Other;Other;Other	0.0979651906834	0.0803903708523	0.0918500633312
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_versicolor	7.99846429486e-05	0.000156148340924	0.000178119062698
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;Other	0.00212759150243	0.0018477553676	0.00188014566181
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_concentricum	0.0623720245713	0.0581912817176	0.0640634895503
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_coprobium	1.59969285897e-05	0.0	1.97910069664e-05
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_sp_92506	3.19938571794e-05	0.0	5.93730208993e-05
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other;Other;Other	0.000159969285897	0.000130123617437	0.000197910069664
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	0.171886997696	0.164320104099	0.172063014566
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Galactomyces;s__Galactomyces_geotrichum	0.0899027386742	0.0961873780091	0.0724152944902
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis;Other;Other	3.19938571794e-05	2.60247234873e-05	3.95820139329e-05
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis;g__Candida;s__Candida_catenulata	0.133606347581	0.149121665582	0.114748258391
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_burtonii	0.0538936524187	0.0541314248536	0.0457370170994
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_jadinii	0.000159969285897	0.000260247234873	0.00027707409753
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces;Other	0.0567890964935	0.0583994795055	0.0514764091197
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces;s__Debaryomyces_sp_IZ_1257	1.59969285897e-05	2.60247234873e-05	0.0
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis	0.0418799590479	0.0517111255693	0.0466671944269
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;Other	0.0112458407986	0.0116070266753	0.01298290057
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;s__Zygosaccharomyces_pseudorouxii	0.00363130278986	0.00421600520494	0.00387903736542
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;Other;Other	6.39877143588e-05	2.60247234873e-05	3.95820139329e-05
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;Other	1.59969285897e-05	2.60247234873e-05	0.0
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_domesticum	0.0	5.20494469746e-05	0.0
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp_CBS_119875	0.000367929357563	0.000130123617437	0.000474984167194
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp_JJP_2009a	4.79907857691e-05	2.60247234873e-05	5.93730208993e-05
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;Other	3.19938571794e-05	0.0	1.97910069664e-05
p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis;s__Scopulariopsis_flava	9.59815715383e-05	0.000130123617437	1.97910069664e-05
p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedAscomycota	1.59969285897e-05	0.0	1.97910069664e-05
p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedcompost_fungus	0.146611850525	0.135172413793	0.117578372388
p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedfungus	0.0338974916816	0.0316460637606	0.030636478784
p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unculturedsoil_fungus	0.0921103148196	0.100975927131	0.171212001267
