Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00260010400416	0.00423609149958	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.00104004160166	0.000847218299915	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.700468018721	0.721265179328	0.739776951673	0.771994134897
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0270410816433	0.0259813611974	0.0446096654275	0.0483870967742
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.068122724909	0.0646709968935	0.0762081784387	0.0505865102639
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0104004160166	0.00818977689918	0.0830235439901	0.0769794721408
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0270410816433	0.0225924879977	0.00309789343247	0.00146627565982
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000520020800832	0.000564812199944	0.0092936802974	0.00879765395894
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.151326053042	0.139226207286	0.0433705080545	0.041788856305
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0114404576183	0.0124258683988	0.000619578686493	0.0
