Taxon	EUK.Mock.1
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.00995286968138
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0127844516985
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.288548555517
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.000507991458218
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Capnobotryella	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0176668140469
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.000630285698159
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000141108738394
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.058127392969
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0117496542836
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.190064063367
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Gorilla	0.00579486552337
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	0.00180619185144
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000846652430363
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Unassigned;Other;Other;Other;Other	0.401303844743
