Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unknown;Other;Other;Other;Other;Other	0.0	2.28049911004e-06	6.07585619664e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;Other	0.0	9.12199644014e-06	9.54777402328e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.00335774660353	0.0443978969237	0.0457998040102	0.00380305429011
k__Bacteria;Other;Other;Other;Other;Other	0.00136633181396	0.00134435422537	0.00171252346799	0.00158853241145
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);Other;Other;Other	1.3829269372e-06	0.0	0.0	1.34621390801e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;Other;Other	1.10634154976e-05	0.0	0.0	1.61545668961e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Actinomycetaceae;Other	1.65951232464e-05	2.28049911004e-06	0.0	2.82704920681e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0123509204762	8.43784670713e-05	5.03428084864e-05	0.0139467760869
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	4.14878081161e-06	1.14024955502e-06	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.000125846351286	3.42074866505e-06	7.81181510996e-06	0.00010769711264
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	2.76585387441e-05	0.0	8.67979456662e-07	3.50015616081e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	9.68048856043e-06	1.14024955502e-06	0.0	1.34621390801e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0437212351197	0.00035461761161	0.000351531679948	0.0448733481955
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__;g__	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	0.000211587821392	0.00029988563297	0.000321152398965	0.000255780642521
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.00334391733416	0.00280843465401	0.00302143648864	0.00357015928403
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.0395724543081	0.0139634960507	0.014479633296	0.0413556912539
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	1.3829269372e-06	3.42074866505e-06	8.67979456662e-07	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria	3.45731734301e-05	0.0	2.60393836999e-06	3.50015616081e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	1.73595891332e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	0.000384453688543	0.00061573475971	0.00055377089335	0.000391748247229
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.461858875072	0.665381225335	0.64754392193	0.462977771316
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	8.29756162322e-05	3.19269875405e-05	5.20787673997e-05	8.75039040203e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	9.54219586671e-05	3.42074866505e-06	1.73595891332e-06	0.000102312257008
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0100815373722	0.000166476435033	0.000109365411539	0.0103483463108
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	5.53170774882e-06	0.0	8.67979456662e-07	6.73106954003e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.00297882462274	0.000176738681028	0.000225674658732	0.00418403282608
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	2.48926848697e-05	4.21892335357e-05	3.81910960931e-05	2.42318503441e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0736712837987	0.101534661876	0.106199890461	0.0711527898937
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	1.3829269372e-06	0.0	8.67979456662e-07	4.03864172402e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	2.35097579325e-05	1.59634937702e-05	3.12472604398e-05	2.96167059761e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	2.76585387441e-05	3.07867379855e-05	2.51714042432e-05	3.76939894241e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0237821945391	0.0178688507767	0.017935059513	0.0268542750369
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	4.14878081161e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;Other;Other;Other;Other	0.000156270743904	0.000262257397654	0.000342851885382	0.000204624514017
