Taxon	HMPMockV1.1.Even1	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unknown;Other;Other	0.0	2.28049911004e-06	6.07585619664e-06	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.00335774660353	0.0444070189202	0.0458093517843	0.00380305429011
k__Bacteria;Other;Other	0.00136633181396	0.00134435422537	0.00171252346799	0.00158853241145
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.0125099570739	9.12199644014e-05	5.81546235964e-05	0.0141002444724
k__Bacteria;p__Bacteroidetes;Other	2.76585387441e-05	0.0	8.67979456662e-07	3.50015616081e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0437309156083	0.000355757861165	0.000351531679948	0.0448868103346
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria	0.0	2.28049911004e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.000211587821392	0.00029988563297	0.000321152398965	0.000255780642521
k__Bacteria;p__Firmicutes;c__Bacilli	0.592136124264	0.78472772551	0.772231774818	0.594236319774
k__Bacteria;p__Firmicutes;c__Clostridia	0.0238388945435	0.0179156010084	0.0179923461572	0.026925624374
k__Bacteria;p__Proteobacteria;Other	0.000156270743904	0.000262257397654	0.000342851885382	0.000204624514017
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0111325618445	0.0714879458518	0.0748050735135	0.0102231484174
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0194508673718	0.00138540320935	0.0013219327125	0.0210440158099
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0248166238881	0.00163967886012	0.00150507637785	0.0247043714258
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.201044386423	0.0753944408273	0.0829328331457	0.181620410757
k__Bacteria;p__Thermi;c__Deinococci	0.0662200734611	0.000684149733011	0.00060845359912	0.076372061215
