Taxon	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other;Other;Other;Other	0.000117147916817	1.92610076659e-05	3.06022367175e-06	3.84553947003e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0646389663909	0.00470581437291	0.0650144519063	0.00504283339348
k__Bacteria;Other;Other;Other;Other;Other	0.000905293068293	0.00161529814289	0.00131054078743	0.00189170960852
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other	0.0	2.62650104535e-06	0.0	7.39526821159e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	0.0	1.31325052267e-05	7.65055917937e-07	3.62368142368e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;Other	3.25410880048e-06	9.63050383294e-05	4.59033550762e-06	0.000150123944695
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.27165625677e-05	0.0111136014232	4.59033550762e-05	0.0118745821673
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	2.60328704038e-06	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	1.30164352019e-06	8.75500348449e-07	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	6.50821760095e-07	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	5.85739584086e-06	0.000104184541465	3.06022367175e-06	0.00012793814006
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.000251217199397	0.0371343472795	0.000266239459442	0.0396275447118
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wautersiella	0.0	1.7510006969e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	0.000401557025979	0.000335316633456	0.00053783431031	0.000481431960574
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.003852213998	0.0040623216168	0.00468673255328	0.00486608648322
k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__	0.00837152030011	0.0133697658212	0.00886087764155	0.013497104013
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.00144482430741	0.0231736187231	0.00193482641646	0.0245508114088
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	0.0	2.62650104535e-06	0.0	2.95810728463e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	1.53011183587e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	0.000649520116575	0.000328312630668	0.000810959273013	0.000464422843688
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.678711424981	0.467575844595	0.660971590414	0.474209741639
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.000156197222423	0.000130449551919	0.00019661937091	0.000247001958267
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	6.50821760095e-07	5.25300209069e-06	7.65055917937e-07	5.17668774811e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	9.43691552138e-05	0.00918487415558	9.41018779063e-05	0.00955172842209
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	6.50821760095e-06	3.67710146349e-05	7.65055917937e-07	5.84226188715e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.000109988877456	0.00222026888367	0.000149950959916	0.00290412182669
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	2.21279398432e-05	1.92610076659e-05	3.06022367175e-05	2.73624923829e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0851444075862	0.0498816323529	0.0887480165925	0.0471655415999
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	1.43180787221e-05	1.92610076659e-05	2.67769571278e-05	2.66229655617e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	5.14149190475e-05	3.93975156802e-05	5.66141379273e-05	6.0641199335e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0166050663871	0.0233163252799	0.0170408555161	0.0248821194247
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.0	1.7510006969e-06	0.0	1.47905364232e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0	4.37750174225e-06	1.53011183587e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;Other;Other;Other;Other	6.833628481e-05	3.93975156802e-05	0.000106342772593	4.06739751637e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	0.000281155000361	3.41445135895e-05	0.000428431314045	4.36320824484e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other	0.0	0.0	0.0	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	2.99378009644e-05	6.12850243914e-06	2.67769571278e-05	3.69763410579e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0.0	4.37750174225e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;Other;Other	2.60328704038e-06	0.0	2.29516775381e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;Other	0.000132116817299	2.01365080143e-05	0.000204269930089	2.21858046348e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0.0658312718554	0.00989052743643	0.0689659657224	0.00891277724861
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other	0.0	2.62650104535e-06	2.29516775381e-06	6.65574139043e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other	6.50821760095e-07	0.0	7.65055917937e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia	0.0	2.62650104535e-06	0.0	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;Other	7.15903936105e-06	7.52930299666e-05	3.06022367175e-06	0.000119803345028
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.00121963997842	0.0182296682554	0.00123786047522	0.01986516947
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;Other	1.30164352019e-06	9.63050383294e-06	7.65055917937e-07	1.70091168867e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	0.00140772746709	0.0239493120318	0.00140464266533	0.0245766948476
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000348840463411	0.000189108075265	0.000543189701735	0.000265490128796
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.000694426818022	0.000117317046692	0.000963205400683	0.000152342525159
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia	0.0417801537111	0.00679475820431	0.046949186516	0.00744925366953
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	4.55575232067e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;Other;Other	1.95246528029e-06	4.20240167256e-05	3.06022367175e-06	4.80692433753e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;Other	7.80986112114e-06	0.000105935542162	1.2240894687e-05	0.000134593881451
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.00926640022024	0.205422148758	0.00979883619694	0.17759071036
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;Other	0.0164592823128	0.0272630808507	0.017694978326	0.0278609334603
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azorhizophilus	0.000253820486437	0.000261774604186	0.000285365857391	0.000356451927799
