pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
blast_100.0	-0.143856732468	0.166088105878	0.135167401374	-0.120912202484	0.0115612290708	0.0317064637886	-0.00178726244376	0.0118425094019	-0.0104094976582	0.00439557031339	-0.000680240111751	-0.00257341249303	0.00189839738585	0.0011443444615	0.000474337081384	-6.1581126662e-05	0.000302069376905	-0.000186134465595	-0.000120143624186	4.69814062985e-05	1.0189997809e-05	-5.6543572425e-05	-4.55028715161e-05	1.24561806913e-05	-5.09671372542e-06	0.0	0.0	0.0	-5.86694244926e-09	0.0
blast_0.0001	-0.143856732468	0.166088105878	0.135167401374	-0.120912202484	0.0115612290708	0.0317064637886	-0.00178726244376	0.0118425094019	-0.0104094976582	0.00439557031338	-0.000680240111751	-0.00257341249303	0.00189839738585	0.0011443444615	0.000474337081379	-6.15811266569e-05	0.000302069376907	-0.000186134465585	-0.000120143624193	4.6981406301e-05	1.01899978063e-05	-5.65435724189e-05	-4.55028715352e-05	1.24561806944e-05	-5.09671383247e-06	-5.67595348209e-09	1.33107596253e-08	-4.10180290666e-10	1.1733884899e-09	1.34672430181e-10
blast_1e-06	-0.143856732468	0.166088105878	0.135167401374	-0.120912202484	0.0115612290708	0.0317064637886	-0.00178726244376	0.0118425094019	-0.0104094976582	0.00439557031339	-0.000680240111751	-0.00257341249303	0.00189839738585	0.00114434446149	0.000474337081357	-6.15811266532e-05	0.000302069376885	-0.000186134465581	-0.000120143624193	4.69814062954e-05	1.01899978051e-05	-5.65435724283e-05	-4.55028715e-05	1.2456180705e-05	-5.09671361891e-06	-4.34981695335e-09	-5.31411915183e-09	-6.39204290966e-09	1.17338848974e-09	5.87777755889e-10
blast_1.0	-0.143856732468	0.166088105878	0.135167401374	-0.120912202484	0.0115612290708	0.0317064637886	-0.00178726244376	0.0118425094019	-0.0104094976582	0.00439557031339	-0.000680240111752	-0.00257341249303	0.00189839738585	0.00114434446149	0.000474337081358	-6.15811266548e-05	0.00030206937688	-0.000186134465589	-0.000120143624183	4.69814062981e-05	1.01899978053e-05	-5.6543572423e-05	-4.55028715208e-05	1.24561806886e-05	-5.0967137114e-06	-4.80858639724e-09	-4.44917033372e-09	4.24196774773e-09	1.17338848981e-09	2.93602244544e-09
blast_1e-10	-0.143856732468	0.166088105878	0.135167401374	-0.120912202484	0.0115612290708	0.0317064637886	-0.00178726244376	0.0118425094019	-0.0104094976582	0.00439557031338	-0.000680240111751	-0.00257341249303	0.00189839738585	0.00114434446149	0.000474337081363	-6.15811266565e-05	0.000302069376883	-0.000186134465588	-0.000120143624184	4.69814062978e-05	1.01899978031e-05	-5.65435724295e-05	-4.55028715238e-05	1.24561806865e-05	-5.09671368755e-06	-5.29938976832e-09	-4.02881698626e-09	2.40953557889e-09	1.17338848979e-09	-3.58186254641e-09
blast_1e-30	-0.142907453984	0.16894568276	0.138036763212	-0.122675438354	0.0101896707857	0.0317089911235	0.00456704626792	0.0102703009621	-0.00990444696356	0.00651720887219	-0.00446557219737	-0.000960270825318	0.000558041600153	-0.00599622179027	-0.00216021912545	0.00031937812257	-0.00139182748622	0.000943279531394	0.000609095115935	-0.000233154418311	-4.44251901375e-05	0.000292272430083	0.000223865142247	-6.30723478909e-05	2.54747399268e-05	-4.02674931786e-09	-9.62693678188e-11	-3.01439744274e-11	-2.34677697932e-10	1.5322017033e-11
mothur_0.0	-0.17206886698	0.0777714310057	0.0479335837972	0.026532707515	-0.0430763548421	-0.0547056538939	0.00434927878385	-0.000851638406013	0.025055067184	-0.0140336164071	0.00468765235995	0.0174116787391	-0.0145505813741	-0.00224975946963	-0.00060919140645	-0.000291632752911	3.01457578733e-05	-0.00100123756646	-0.000500615281272	0.000849486859876	-0.00072940426247	0.000734526363036	7.91353426874e-05	3.0354402673e-05	1.33392294355e-07	-4.02674931954e-09	-9.62693690587e-11	-3.01439746845e-11	-2.34677697975e-10	1.53220170159e-11
mothur_0.1	-0.170999805014	0.0326099617977	-0.00362928980901	0.0949390874487	-0.00924652576726	-0.0865693743152	0.0140207975719	-0.0291142012525	-0.0384447256417	-0.018098362335	-0.00140964316957	0.0308745664077	0.0285523879681	-0.00129337910419	0.000707531377633	0.000251952562444	0.000369788876641	4.47499229896e-05	-5.55804031482e-07	-2.56293972686e-06	1.50997267563e-05	3.12332372491e-05	-1.42491634424e-05	-1.97908231659e-06	2.02236641434e-08	-4.02674931984e-09	-9.62693690734e-11	-3.01439746902e-11	-2.34677697992e-10	1.53220170216e-11
mothur_0.2	-0.108079710277	-0.0287600276141	-0.00263569779412	0.0989554618943	-0.0321619480703	-0.0441147577632	-0.00678275787116	-0.0258326708725	-0.00522088374096	0.0175007020278	0.00350800168131	-0.0163103566429	0.0007217212288	0.000467403815648	-0.000411355352063	0.000850982725387	-0.000447786929377	-0.000559218406575	-0.000244798851154	-0.000745851926358	0.000722534398812	0.000885976639981	0.000193800688752	0.000262515117306	-9.05777253296e-05	-4.0267493257e-09	-9.62693730856e-11	-3.0143975549e-11	-2.34677698215e-10	1.53220169467e-11
mothur_0.3	-0.108007653166	-0.0288878928758	-0.00270058122557	0.0988739723275	-0.0320509625789	-0.0440637062643	-0.00677251163833	-0.0257060719219	-0.00531466344948	0.0173133644636	0.00344513075555	-0.0162038352435	0.00109625204817	0.000567387509427	-0.000473731597422	0.000651540955983	-0.000426519704008	-0.000442640846943	0.000277247367697	-0.000592087909575	-0.000659984327309	-1.58462669483e-05	-0.000685029089828	0.00011574380407	0.000114124715066	-4.02674931209e-09	-9.62693640415e-11	-3.01439735917e-11	-2.3467769771e-10	1.53220171036e-11
