Taxon	MockMiSeq.even
Unknown;Other;Other;Other	7.58019211576e-05
k__Bacteria;Other;Other;Other	0.00421964027777
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);Other	5.89570497892e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Bifidobacteriales	0.0485553417193
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Coriobacteriales	0.00238776051646
k__Bacteria;p__Bacteroidetes;Other;Other	0.000193716020736
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.308021106624
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	4.6323396263e-05
k__Bacteria;p__Firmicutes;Other;Other	0.000711695815313
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.26336535263e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0877491461756
k__Bacteria;p__Firmicutes;c__Clostridia;Other	3.79009605788e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.377977857417
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class);o__Victivallales	0.000400065694998
k__Bacteria;p__Proteobacteria;Other;Other	0.000176871149368
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	3.79009605788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.00109491663894
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.119038494742
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000619049022787
k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00579042453287
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0427943957113
