pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
blast_100.0	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034387e-05	-0.000105832398896	-4.70444940106e-05	-1.99872172993e-05	3.72515284468e-05	-0.000248209217934	-0.00021746481516	0.0002667208229	0.000205227140306	7.70249467342e-06	-0.000169398724131	-3.46297728176e-05	3.03345992123e-05	-2.99702630874e-06	1.36243548907e-08	0.0	0.0	0.0	0.0
blast_0.0001	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967202	5.24944034331e-05	-0.000105832398894	-4.7044494014e-05	-1.99872173e-05	3.72515284484e-05	-0.000248209217953	-0.000217464815175	0.00026672082292	0.000205227140319	7.70249467569e-06	-0.000169398724133	-3.46297728294e-05	3.03345992277e-05	-2.99702628361e-06	-2.74599400902e-09	-4.35929825549e-09	-3.41240115369e-09	-9.57661517364e-10	-5.64315099752e-10
blast_1e-06	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967204	5.24944034378e-05	-0.000105832398896	-4.70444940106e-05	-1.99872173004e-05	3.72515284497e-05	-0.000248209217937	-0.000217464815156	0.000266720822909	0.000205227140318	7.70249466683e-06	-0.000169398724118	-3.46297728202e-05	3.03345992378e-05	-2.99702631973e-06	-2.74599400901e-09	7.53564845734e-09	-1.30581969249e-09	3.96835337198e-10	-5.24544378845e-10
blast_1.0	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034452e-05	-0.0001058323989	-4.70444940058e-05	-1.99872172975e-05	3.72515284444e-05	-0.000248209217909	-0.000217464815137	0.000266720822882	0.000205227140296	7.70249467256e-06	-0.0001693987241	-3.46297728122e-05	3.03345992213e-05	-2.99702629984e-06	-2.74599400894e-09	-4.57018218613e-10	3.44213047616e-09	-1.72445105717e-09	-7.21674843461e-10
blast_1e-10	-0.124994087482	0.133569701526	0.0528309375172	-0.0290795163856	0.0152862878028	-0.00635382009554	0.00307886028193	0.000373628666585	-0.000282494522698	0.00191622163958	-0.000318455185352	-0.000438320967203	5.24944034448e-05	-0.000105832398899	-4.7044494006e-05	-1.99872172972e-05	3.72515284444e-05	-0.000248209217911	-0.000217464815138	0.000266720822883	0.000205227140296	7.70249467296e-06	-0.000169398724103	-3.46297728117e-05	3.03345992195e-05	-2.99702629831e-06	-2.74599400894e-09	1.42483867566e-10	1.07623490789e-10	-3.69249458712e-10	2.10070417843e-09
blast_1e-30	-0.124952951443	0.133631303542	0.0528187956753	-0.0294982474939	0.0155262539396	-0.00661828756912	0.00339290039757	0.000438337307103	-0.000648422229946	0.00140923829036	-0.000473194161649	8.28657016378e-05	0.000288240313857	-0.000205055067502	0.00023531204496	9.33415557053e-05	-0.000178544112871	0.0012199859902	0.00106769437427	-0.0013412610242	-0.00103859090307	-3.27363064206e-05	0.000844715249768	0.000173297112963	-0.000150366397418	1.53462906361e-05	5.28075770994e-10	5.72363170132e-10	-2.33693375951e-10	-5.30905339139e-10	5.80339712332e-11
mothur_0.0	-0.0960036299125	-0.0462351612077	-0.0117026424919	-0.0219206013889	-0.0299049102956	0.0081136068835	-0.0108796271673	-0.00566474125088	-0.00276040657857	-0.0131370330889	-0.000643122375358	0.00403976367004	0.00216329921482	0.000299747535102	0.000884186162395	-0.000585898406824	-4.02608394055e-05	0.000245348594234	-0.00031154916707	-6.52361268268e-05	-3.75702459325e-05	-0.000890124183852	-0.00030802082089	0.000133497617101	-0.000214294406158	0.00021606609728	5.28075771229e-10	5.72363170698e-10	-2.33693375871e-10	-5.30905339283e-10	5.80339712701e-11
mothur_0.1	-0.0944108534964	-0.0464773520266	-0.0126218538949	-0.0211601777858	-0.0293022552797	0.00809931888325	-0.0116697165158	-0.00521267756577	-0.00299122523984	-0.0123561171189	-0.000408453518489	0.00333661013015	0.001882148454	0.000336646499535	-0.000187938034232	0.000421000962341	0.000333922270723	-8.61106357605e-05	0.000885093163868	0.000353756036542	0.00022963128011	0.00108177904245	0.000339397562585	-0.000401510276817	0.000218122501929	0.000112302819838	5.28075771282e-10	5.72363170493e-10	-2.33693375874e-10	-5.30905339303e-10	5.80339712827e-11
mothur_0.2	-0.0615644681118	-0.0557837389728	-0.024267203777	-0.00680115353592	-0.0317442560927	0.0114272401272	-0.0152045951795	-0.000990623874969	-0.0100534615067	0.0104066799689	0.0031810334713	-0.00501088165444	-0.00565738714494	-0.00166846312992	-0.00176588820405	-0.000137761818446	0.000415389238663	0.000933989217701	-0.00010252033486	-3.7210881302e-05	-0.00116233039781	-5.3482620953e-05	-0.000554599617323	-0.000472104882815	-7.29161815156e-05	-2.44223926406e-05	5.28075770854e-10	5.7236317012e-10	-2.33693375832e-10	-5.30905339175e-10	5.80339712691e-11
mothur_0.3	-0.052235796031	-0.0561102646709	-0.0285426848933	0.0058788461888	-0.0188629283121	0.00912747059538	-0.00268637665957	-0.00410181772852	0.0105551122041	0.0114591086912	-0.00448483733747	-0.00388405728988	0.00648253361928	0.00715015550116	0.00053420438589	-0.000120680269096	-0.00222613311038	-0.00106279294874	-0.000168570999334	-0.00181244834708	0.000354714822281	8.17605681971e-05	-0.000179553661774	-0.000195467109781	-5.17338472661e-07	9.37212807665e-06	5.28075770968e-10	5.72363170192e-10	-2.33693375855e-10	-5.30905339205e-10	5.80339712694e-11
mothur_0.4	-0.0442535298488	-0.0584957165388	-0.0299589448099	0.00432463918098	-0.0178438836304	0.00623497760554	-0.0016970631344	-0.000145040578981	0.0111571516955	0.012303358259	-0.00382135723439	-0.0019238340976	0.00833988516778	0.00671875877629	0.00316310804306	0.00161408240216	0.000670588186477	0.00120390670029	0.000509787743226	0.00171974165007	-0.000403792313854	-4.16929912335e-05	1.48660596129e-05	0.000139405739508	1.14156847404e-05	-1.43858359328e-05	5.28075770946e-10	5.72363170107e-10	-2.33693375867e-10	-5.30905339186e-10	5.80339712637e-11
mothur_0.5	0.0154695869769	-0.0525549186477	-0.0641497707419	-0.00333646041516	-0.00237457059976	-0.0155861019364	0.0145538542042	0.00756326074748	0.0033425398519	0.0030943292992	-0.0015986792305	0.00275506175167	-0.000974206345575	-0.00739331662638	0.00210005706981	-0.00477557018218	-0.00176058699575	-0.000808086030894	0.000938800144455	0.000682979000307	-0.000340379724776	0.000137188018952	-0.000104083053292	5.18218822157e-05	2.05283593753e-05	-7.35385600443e-06	5.28075770949e-10	5.72363170135e-10	-2.33693375861e-10	-5.30905339192e-10	5.80339712659e-11
mothur_0.6	0.0239429230049	-0.0517801767751	-0.0634035075548	-0.00172269171607	0.00261089796571	-0.0187513585584	0.0149641993908	0.00865180271252	-0.000567027540606	0.00200444575047	-0.00174666370501	0.00109114045092	-0.00606306979005	-0.00200143980972	0.00189795587415	0.00262275199023	0.00165927357825	-0.00149211750035	0.00195622143874	-0.000622639595974	0.000414675231664	-0.000464647082446	-0.000160048206935	-0.000148092558837	-2.00994368837e-05	-1.36391156086e-05	5.28075770941e-10	5.7236317011e-10	-2.33693375857e-10	-5.30905339191e-10	5.80339712675e-11
