Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.283722636664
Root;k__Eukaryota;p__Fungi;Other;Other	0.00137345838703
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0160958034261
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.143281812965
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0415706343308
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000395104467503
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.00015051598762
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.262894986877
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000235181230656
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0120036500127
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.00142049463316
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.00208840932823
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.20607520155
Root;k__Eukaryota;p__Metazoa;Other;Other	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00251173554341
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00644396571998
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
