Taxon	MockMiSeq.even
Unclassified;Other;Other;Other	8.42289680267e-06
k__Bacteria;Other;Other;Other	0.00273744146087
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.048638017587
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00266163538964
k__Bacteria;p__Bacteroidetes;Other;Other	9.26518648294e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.308395943533
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	4.21144840133e-05
k__Bacteria;p__Firmicutes;Other;Other	0.000530642498568
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.2634345204e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0877960648226
k__Bacteria;p__Firmicutes;c__Clostridia;Other	9.26518648294e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.378701863145
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00578653010343
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.000400087598127
k__Bacteria;p__Proteobacteria;Other;Other	0.000328492975304
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	4.21144840133e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000690677537819
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.119685152118
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000614871466595
k__Bacteria;p__Verrucomicrobia;Other;Other	3.36915872107e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0427082982379
