Taxon	EUK.Mock.1
No blast hit;Other;Other;Other;Other;Other	0.00189085709448
Root;k__Bacteria;p__Firmicutes;c__Bacilli;g__Streptococcus;s__Uncultured_bacterium	0.174767876125
Root;k__Bacteria;p__Firmicutes;c__Clostridia;g__Uncultured;s__Uncultured_clostridiales_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;g__Fusobacterium;s__Fusobacterium_sp._oral_clone_cy024	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Alysiella;s__Kingella_sp._oral_clone_id059	4.70362461313e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Kingella;s__Kingella_oralis_atcc_51147	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;s__Uncultured_bacterium	0.000159923236846
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Sc-i-84;s__Uncultured_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Uncultured;s__Uncultured_bacterium	0.0231512403458
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_cf._lanienae_ub_994	0.000404511716729
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Campylobacter_sp._oral_clone_hb035	0.00674499769522
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;s__Uncultured_bacterium	0.000235181230656
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Actinobacillus;s__Bisgaard_taxon_10	0.00022577398143
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Aeromonas;s__Aeromonas_sp._rk_70363	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Aquicella;s__Uncultured_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Beggiatoa;s__Uncultured_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Bisgaardia;s__Bisgaardia_hudsonensis	2.82217476788e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Ev818swsap88;s__Uncultured_gamma_proteobacterium	0.00067732194429
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Gallibacterium;s__Gallibacterium_sp._tis375	4.70362461313e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Haemophilus;s__Uncultured_bacterium	0.075088663324
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Marinicella;s__Uncultured_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Orbus;s__Secondary_symbiont_of_stomaphis_cupressi	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Pseudomonas;s__Uncultured_bacterium	0.000555027704349
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;g__Rheinheimera;s__Uncultured_bacterium	1.88144984525e-05
Root;k__Bacteria;p__Proteobacteria;c__Spotsoct00m83;g__Spotsoct00m83;s__Uncultured_marine_bacterium	1.88144984525e-05
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples;s__Uncultured_eukaryote	0.0122764602403
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0160393599308
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Cladochytrium;s__Cladochytrium_sp._nbrc_105429	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Environmental_samples;s__Uncultured_chytridiomycota	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Synchytrium;s__Synchytrium_decipiens	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus;s__Aspergillus_niger	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Buellia;s__Buellia_elegans	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_ernobii	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_lignicola	0.000169330486073
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_naeodendra	6.58507445838e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_parapsilosis	3.7628996905e-05
