Taxon	EUK.Mock.1
No blast hit;Other;Other;Other	0.00189085709448
Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.174767876125
Root;k__Bacteria;p__Firmicutes;c__Clostridia	1.88144984525e-05
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0234146433241
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00738469064261
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.076753746437
Root;k__Bacteria;p__Proteobacteria;c__Spotsoct00m83	1.88144984525e-05
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote	0.0122764602403
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0162180976661
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.469186555159
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.208125981882
Root;k__Eukaryota;p__Fungi;c__Glomeromycota	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Arthropoda	1.88144984525e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Metazoa;c__Cnidaria	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
