Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
Unassigned;Other;Other;Other	0.0015600624025	0.00169443659983	0.00371747211896	0.00366568914956
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00260010400416	0.00423609149958	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.00260010400416	0.00225924879977	0.00123915737299	0.00146627565982
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.698387935517	0.719288336628	0.73667905824	0.769061583578
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0270410816433	0.0256989550974	0.0446096654275	0.0476539589443
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.068122724909	0.0646709968935	0.0762081784387	0.0505865102639
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0104004160166	0.00818977689918	0.0824039653036	0.0762463343109
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0270410816433	0.0225924879977	0.00309789343247	0.00146627565982
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000520020800832	0.000564812199944	0.0092936802974	0.00879765395894
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.15028601144	0.138378988986	0.0421313506815	0.0410557184751
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0114404576183	0.0124258683988	0.000619578686493	0.0
