Taxon	EUK.Mock.1
NOHIT;Other;Other;Other;Other	0.282753689994
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.0120506862588
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.00420504040414
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Basidiomycota	0.000159923236846
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.000122294239941
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0381369883632
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Cryptococcus	0.00015051598762
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples	0.0177514792899
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.0594067788638
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Hydropisphaera	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Mycogloea	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000348068221371
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Peziza	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria	0.0476947535771
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.266422705337
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000460955212086
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0165191296413
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_tremellales	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Environmental_samples;g__Environmental_samples	0.000413918965955
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.208427013857
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	1.88144984525e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00671677594755
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	5.64434953575e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus	0.00216366732204
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000846652430363
