	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
blast_100.0	0.0	0.0	0.0	0.0	0.0	0.00630870141233	0.513341863022	0.513341863022	0.513497519373	0.536315445769	0.654286577704	0.654799932104	0.723931756354	0.731766920897	0.746346421014	0.767261753357	0.838979923473	0.513341863022	0.513364485665	0.513419351067	0.536315445769	0.588262531912	0.654721763799	0.66165434604	0.731655719344	0.746302186673	0.761297747469	0.940452651107	0.435727141927	0.618187748608
blast_0.0001	0.0	0.0	0.0	0.0	0.0	0.00630870141233	0.513341863022	0.513341863022	0.513497519373	0.536315445769	0.654286577704	0.654799932104	0.723931756354	0.731766920897	0.746346421014	0.767261753357	0.838979923473	0.513341863022	0.513364485665	0.513419351067	0.536315445769	0.588262531912	0.654721763799	0.66165434604	0.731655719344	0.746302186673	0.761297747469	0.940452651107	0.435727141927	0.618187748608
blast_1e-06	0.0	0.0	0.0	0.0	0.0	0.00630870141233	0.513341863022	0.513341863022	0.513497519373	0.536315445769	0.654286577704	0.654799932104	0.723931756354	0.731766920897	0.746346421014	0.767261753357	0.838979923473	0.513341863022	0.513364485665	0.513419351067	0.536315445769	0.588262531912	0.654721763799	0.66165434604	0.731655719344	0.746302186673	0.761297747469	0.940452651107	0.435727141927	0.618187748608
blast_1.0	0.0	0.0	0.0	0.0	0.0	0.00630870141233	0.513341863022	0.513341863022	0.513497519373	0.536315445769	0.654286577704	0.654799932104	0.723931756354	0.731766920897	0.746346421014	0.767261753357	0.838979923473	0.513341863022	0.513364485665	0.513419351067	0.536315445769	0.588262531912	0.654721763799	0.66165434604	0.731655719344	0.746302186673	0.761297747469	0.940452651107	0.435727141927	0.618187748608
blast_1e-10	0.0	0.0	0.0	0.0	0.0	0.00630870141233	0.513341863022	0.513341863022	0.513497519373	0.536315445769	0.654286577704	0.654799932104	0.723931756354	0.731766920897	0.746346421014	0.767261753357	0.838979923473	0.513341863022	0.513364485665	0.513419351067	0.536315445769	0.588262531912	0.654721763799	0.66165434604	0.731655719344	0.746302186673	0.761297747469	0.940452651107	0.435727141927	0.618187748608
blast_1e-30	0.00630870141233	0.00630870141233	0.00630870141233	0.00630870141233	0.00630870141233	0.0	0.519495238769	0.519495238769	0.51965089512	0.542468821516	0.660439953451	0.660953307851	0.730085132101	0.737920296644	0.752499796761	0.767451123216	0.838979923473	0.519495238769	0.519517861412	0.519572726814	0.542468821516	0.594415907659	0.660875139546	0.667807721787	0.737809095091	0.75245556242	0.761487117327	0.940475053293	0.435827032158	0.618211101013
mothur_0.0	0.513341863022	0.513341863022	0.513341863022	0.513341863022	0.513341863022	0.519495238769	0.0	0.0474165740578	0.0479496096042	0.248348841561	0.26108791158	0.27447153103	0.450552436652	0.458699833504	0.582769295295	0.708114577244	0.838979923473	0.0	0.00135060200782	0.108330675847	0.131559915404	0.231278001474	0.381043233207	0.388275026338	0.458566119537	0.582725060954	0.702150571355	0.940452651107	0.558667825072	0.644252428579
mothur_0.1	0.513341863022	0.513341863022	0.513341863022	0.513341863022	0.513341863022	0.519495238769	0.0474165740578	0.0	0.00066641882928	0.224370142819	0.214072589654	0.227467520425	0.403772318793	0.45056194654	0.560396824195	0.707768190515	0.838678671801	0.0474165740578	0.0461448206157	0.153158718192	0.176600280935	0.184028634435	0.334128831348	0.387023964986	0.450728914212	0.560352589854	0.701804184626	0.940106264377	0.558321438342	0.644252428579
mothur_0.2	0.513497519373	0.513497519373	0.513497519373	0.513497519373	0.513497519373	0.51965089512	0.0479496096042	0.00066641882928	0.0	0.223848859507	0.213772918959	0.227013443673	0.403205679967	0.450006729264	0.559841606918	0.707212973238	0.838279110875	0.0479496096042	0.0466545532588	0.152747845944	0.176045063658	0.183483827763	0.333562192522	0.386435714462	0.450173696936	0.559797372577	0.70124896735	0.939706703451	0.557888844169	0.644413106102
mothur_0.3	0.536315445769	0.536315445769	0.536315445769	0.536315445769	0.536315445769	0.542468821516	0.248348841561	0.224370142819	0.223848859507	0.0	0.272457590144	0.262126110329	0.226177907255	0.2968918045	0.407578136176	0.554065015227	0.826361123444	0.248348841561	0.247131843293	0.140096444247	0.139985683607	0.170085033331	0.155990863431	0.18605899492	0.297058772172	0.407533901835	0.548211530631	0.821088954165	0.380973387406	0.66796709464
