id	taxonomy
bca5ae50bc6f97db87df22a221d93e3d	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
e8c2f4114cdd0e4d9f08e528847c0fc1	Escherichia Coli ATCC-11775 5501 (LC140936) not found
689c375959ad99ce6f720cf473fcd576	Escherichia Coli ATCC-11775 5004 (LC140934) not found
6c44e15bbc54ceb757da3dd7b0bf825e	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__vulgaris
9261d0f0d4a10137f3e56494cb8b2993	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli
ecadf532d995f5bfcde62905ad624f04	Escherichia Coli ATCC-11775 6001 (LC140938) not found
bfde99cc56979e29753be02343159ffa	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
f0a5ffa40ceb9c28c0de3548cc4c140b	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__
9baf5fa424dbd2e354b0115b615af7a8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
2679226d80fc33882fd8b57f49ad0a12	Escherichia Coli ATCC-11775 5002 (LC140932) not found
664f54107288e734eb6950c71f8f5f54	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
4a24773ab9ce45be8d47e8f3c435d836	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__
7e2c723ddc7150a1fb6089f1ddb24cd5	Escherichia Coli ATCC-11775 6001 (LC140938) not found
acce36a011ff14ce2b0fa0ac3a60de4a	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
2b84c6f1ce7252c569d5f5980f82e297	Escherichia Coli ATCC-11775 5501 (LC140936) not found
69f18c1f14fd1fe9a1310aeace5c10bc	Escherichia Coli ATCC-11775 5502 (LC140937) not found
3ea42fbf35ffe30558546cfbae664d42	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__
94cc99356391a2c330318d6c9dd58718	Escherichia Coli ATCC-11775 5003 (LC140933) not found
2e3c98be4458ac0bdb33963c992812fb	Escherichia Coli ATCC-11775 5002 (LC140932) not found
84ff705ddd94d9791ea0759d74d43d41	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae; g__Anaerolinea; s__thermophila
32a029b6d96aa28a748c62949b5eb4fa	Escherichia Coli ATCC-11775 5501 (LC140936) not found
42256ce9af6fe3f10d959efef0a96710	Escherichia Coli ATCC-11775 5001 (LC140931) not found
da7a0e9e097f93548354178a9a00acda	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
c054a8900a1c3ad0b3842130c722cb3b	Escherichia Coli ATCC-11775 5003 (LC140933) not found
8a99200612b57fd6eb9b758d82218a33	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4542364d305079d8425861d46e6583bc	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__europaea
ab2a64b7e4c951a597427d1d6d7f6314	Escherichia Coli ATCC-11775 5001 (LC140931) not found
d201ca153bd9bd971f75766c0a290758	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
c352d70fb42511e60bb8844f0985d76b	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__
75e884a3d66442865bc77a79c0884002	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
18899ee3ae0acdf26382c48ab7595120	other
6cf7835ac77f1051cfee13956a9c2568	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli
395a7f0425d768d2bae576d624c0994c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__subtilis
50994b986077ebe324cd3c2fb252a910	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
f6116fade5b83756880261ec897fac6b	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
85af70b22f9b1f42afbf2a5ccc18d95c	Escherichia Coli ATCC-11775 5005 (LC140935) not found
3dc1dc91737b3dfdec61727798b3868c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Microlunatus; s__
7e0fc5e4f48f1c8741674d3f692091cd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
98b58f7bfdbf7e1859fc7fd9e9230300	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum
e93bdeb7d5c40c28340d243e5243e5fb	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae; g__Anaerolinea; s__thermophila
ef63c8d094bfaf3757aa91bc9052fd03	Escherichia Coli ATCC-11775 5004 (LC140934) not found
059f68a6564d6c1c97689e3983538430	Escherichia Coli ATCC-11775 5005 (LC140935) not found
932b095ac56a18057bc86137e9211acf	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
95605940efbf2716b731bd2cdae8c16a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
