Taxon	Mock.2	Mock.1	Mock.3
Root;Eurotiomycetes;Eurotiales;Trichocomaceae	0.0602513072661	0.0661351586611	0.06462138904
Root;Eurotiomycetes;Other;Other	2.60152449335e-05	1.97831763868e-05	0.0
Root;Other;Other;Other	0.115663778974	0.132844029437	0.118269938258
Root;Saccharomycetes;Saccharomycetales;Dipodascaceae	0.273862483415	0.304720265886	0.263300169551
Root;Saccharomycetes;Saccharomycetales;Incertae_sedis	0.149145399204	0.114841338925	0.133609520458
Root;Saccharomycetes;Saccharomycetales;Other	0.0626447097999	0.0553335443539	0.060414600595
Root;Saccharomycetes;Saccharomycetales;Pichiaceae	0.182548973699	0.161865949197	0.195367734093
Root;Saccharomycetes;Saccharomycetales;Saccharomycetaceae	0.0633471214131	0.0596264936298	0.0531366966314
Root;Sordariomycetes;Hypocreales;Nectriaceae	0.00044225916387	0.000692411173538	0.000415880226495
Root;Sordariomycetes;Hypocreales;Other	0.0801009391503	0.0916752393764	0.0976038900797
Root;Sordariomycetes;Microascales;Microascaceae	0.0109264028721	0.0112566273641	0.0123004574682
Root;Sordariomycetes;Other;Other	0.00104060979734	0.00098915881934	0.000959723599603
