pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
blast_100.0	-0.140433959498	0.235413046368	-0.00343015549919	0.0834687470702	-0.00430458341204	-0.0352119839385	0.014460561519	0.0239776848757	-0.000935984749127	-0.00582011685018	0.00248779023577	0.00320812000732	-0.00157706652016	-0.00215494659957	-0.000103538876767	0.00114375607446	0.000988471310829	-0.000921533578108	0.000201843825888	-5.32035053661e-05	-1.9480967742e-05	1.236412684e-05	-6.54412944752e-06	-9.76831938692e-06	-1.6494819521e-08	0.0	0.0	0.0	0.0	0.0
blast_0.0001	-0.140433959498	0.235413046368	-0.00343015549919	0.0834687470702	-0.00430458341204	-0.0352119839385	0.014460561519	0.0239776848757	-0.000935984749127	-0.00582011685018	0.00248779023577	0.00320812000732	-0.00157706652016	-0.00215494659957	-0.000103538876764	0.00114375607445	0.000988471310832	-0.000921533578074	0.000201843825898	-5.32035053509e-05	-1.94809677297e-05	1.23641268582e-05	-6.54412946485e-06	-9.76831939901e-06	3.29896390421e-09	-4.43880539343e-09	5.98248992644e-09	7.3186915203e-10	6.40479480273e-10	-6.53189428596e-11
blast_1e-06	-0.140433959498	0.235413046368	-0.00343015549919	0.0834687470702	-0.00430458341204	-0.0352119839385	0.014460561519	0.0239776848757	-0.000935984749127	-0.00582011685018	0.00248779023577	0.00320812000732	-0.00157706652016	-0.00215494659957	-0.000103538876763	0.00114375607444	0.000988471310823	-0.000921533578085	0.000201843825891	-5.32035053524e-05	-1.94809677363e-05	1.23641268763e-05	-6.54412946595e-06	-9.76831934244e-06	3.2989639042e-09	5.68367317531e-09	7.4348793276e-10	-1.46120928984e-09	-1.41944225409e-09	8.99417357527e-10
blast_1.0	-0.140433959498	0.235413046368	-0.00343015549919	0.0834687470702	-0.00430458341204	-0.0352119839385	0.014460561519	0.0239776848757	-0.000935984749127	-0.00582011685018	0.00248779023577	0.00320812000732	-0.00157706652016	-0.00215494659957	-0.000103538876766	0.00114375607446	0.000988471310833	-0.000921533578096	0.000201843825892	-5.3203505356e-05	-1.94809677389e-05	1.23641268453e-05	-6.54412945078e-06	-9.76831939343e-06	3.29896390421e-09	4.79538674121e-09	-2.38282611542e-09	2.87997189046e-09	1.18460376141e-09	8.47213159698e-11
blast_1e-10	-0.140433959498	0.235413046368	-0.00343015549919	0.0834687470702	-0.00430458341204	-0.0352119839385	0.014460561519	0.0239776848757	-0.000935984749127	-0.00582011685018	0.00248779023577	0.00320812000732	-0.00157706652016	-0.00215494659957	-0.000103538876764	0.00114375607444	0.00098847131082	-0.000921533578081	0.000201843825891	-5.32035053567e-05	-1.94809677361e-05	1.23641268461e-05	-6.54412945096e-06	-9.7683193792e-06	3.2989639042e-09	3.82670010937e-09	-6.93104530749e-10	-1.79008345113e-09	2.52309289792e-10	-1.06534536749e-09
blast_1e-30	-0.141413686422	0.242035233665	-0.00129710987595	0.0815065068808	-0.0101923017764	-0.034263054516	0.0163731516658	0.0292469601597	0.000828813602979	-0.00765260187687	0.00309256467217	0.00381702717772	-0.00118884513008	0.00354008048763	6.3116077593e-05	-0.00489736526855	-0.00491783751908	0.00455059660385	-0.00100120337049	0.000254746446311	9.66532847945e-05	-5.9609686075e-05	3.18858983792e-05	4.77261192327e-05	-6.59792780857e-10	1.97339092639e-09	7.30009442574e-10	7.21096603178e-11	1.31590055468e-10	-2.93051273693e-11
mothur_0.0	-0.159477616149	0.0813688256297	0.102642904077	0.0166607770174	-0.0246331861446	0.0781462901155	-0.0151907048086	-0.0605560190593	-0.0758880306346	0.0547618178437	-0.0130531954396	-0.0122383128373	0.00400707009976	0.0061531793006	-0.000509633604267	-0.000424788269308	-6.08749278822e-05	-5.62569626165e-05	3.96450188295e-06	-4.76659554066e-06	-1.61164811483e-06	9.29764541838e-07	-2.3729644866e-08	-5.11629247704e-07	-6.59792780851e-10	1.52511099196e-09	2.91230245521e-10	-1.08306201848e-09	2.6160878979e-09	2.89340424211e-10
mothur_0.1	-0.148951963003	-0.0208546910863	0.0840770220147	-0.0563862664829	0.0297170616898	0.0789529362479	-0.00399515052692	-0.0269963482982	0.0262674483352	-0.0202673287055	0.0520875201007	0.0235315098902	-0.00750292117608	-0.0241915138014	-0.00965691032045	-0.000407136977163	0.00039111906857	-1.61728502931e-05	-0.000225423380471	-0.000112581587242	0.000429897154386	0.00038122561233	0.000496561505491	0.000422623303342	-6.59792781005e-10	1.97339092672e-09	7.30009442774e-10	7.21096603687e-11	1.31590055534e-10	-2.93051273884e-11
mothur_0.2	-0.0764387189124	-0.0962031654486	0.0848267503618	-0.00101788055227	-0.00747354659497	-0.00321414381653	-0.050476038858	-0.0153571147676	0.0186107529615	-0.0335569988459	0.0122565220035	-0.011395346287	-0.00078603747881	0.0188455086517	0.0165940040345	0.000243999424913	0.000564749586901	0.000561167466355	0.000615335063809	-0.00106899041119	-0.000115680497593	-0.000963124623484	0.000118919243536	0.000288983426526	-6.59792780783e-10	1.97339092658e-09	7.30009442718e-10	7.21096603297e-11	1.31590055481e-10	-2.93051273689e-11
mothur_0.3	-0.0764073925219	-0.096289351568	0.0848286147316	-0.00100780829468	-0.00742925073244	-0.00320671938611	-0.0504475780167	-0.0152994824546	0.0186838852928	-0.0335750681442	0.0120082845079	-0.0116908688213	-0.00119607255595	0.0188927726985	0.0161908820751	0.000383381695931	0.000511030669075	0.000511024510092	0.000244590659606	0.000431025592178	0.000313072213955	0.000285521868187	0.000481016521459	-0.000632950803933	-6.59792780581e-10	1.97339092611e-09	7.30009442395e-10	7.21096602148e-11	1.31590055398e-10	-2.93051273382e-11
