dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	Unassigned	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_graminis	underclassification	0	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_sp	underclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_lixii	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania_sp	misclassification	3	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__Agaricus_devoniensis	underclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__Agaricus_sp	underclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_dobzhanskii	underclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Costatisporus;s__Costatisporus_cyanescens	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomus;s__Xerocomus_sp	misclassification	5	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Microbotryaceae;g__Microbotryum	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Microbotryaceae;g__Microbotryum;s__Microbotryum_violaceum	underclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Cuphophyllus;s__Cuphophyllus_virgineus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Cuphophyllus;s__Cuphophyllus_virgineus	match	7	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
F1-REF	6	2	sortmerna	0.76:0.9:3:0.9:1.0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__Lepiota_grangei	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__Lepiota_sp	misclassification	6	[0, 0.99307958477508651, 0.98901098901098905, 0.98007968127490042, 0.97967479674796742, 0.95945945945945943, 0.68627450980392157]	[0, 0.78415300546448086, 0.73770491803278693, 0.67213114754098358, 0.65846994535519121, 0.58196721311475408, 0.19125683060109289]	[0, 0.87633587786259548, 0.84507042253521125, 0.79740680713128032, 0.78758169934640521, 0.72448979591836737, 0.29914529914529914]
