Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other;Other	0.0144965710577
Root;k__Eukaryota;p__Alveolata;Other;Other;Other	1.88144984525e-05
Root;k__Eukaryota;p__Euglenozoa;Other;Other;Other	6.58507445838e-05
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida;Other;Other	0.000188144984525
Root;k__Eukaryota;p__Fungi;Other;Other;Other	0.000159923236846
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Hyaloraphidium;s__Hyaloraphidium_curvatum	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.0218060037065
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus;s__Aspergillus_niger	0.000178737735299
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;Other	0.00229536881121
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_cidri	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_ernobii	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_nanaspora	0.0451265745383
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	0.00060206395048
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._y15_eg-2010	0.00183441359912
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_valdiviana	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides;s__Coccidioides_posadasii_rmscc_1037	0.035343035343
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe;s__Epichloe_typhina	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;Other	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.0588987874056
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii_wm276	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kuraishia;s__Kuraishia_capsulata	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	0.00269047327871
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium;s__Penicillium_sp._mi_31	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis;s__Petractis_nodispora	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pichia;s__Pichia_triangularis	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pilidium;s__Pilidium_concavum	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;s__Rhodotorula_sp._s1000	3.7628996905e-05
