Taxon	EUK.Mock.1
Root;Other;Other;Other	0.00304794874931
Root;k__Bacteria;Other;Other	0.000197552233751
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other	0.00197552233751
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0230947968505
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00730002539957
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.249640172717
Root;k__Eukaryota;Other;Other	0.0140262085963
Root;k__Eukaryota;p__Fungi;Other	0.0168860123611
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0158606221955
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.452592167524
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.205529581095
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00892747951571
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
