	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
blast_100.0	0.0	0.0	0.0	0.0	8.42179714788e-06	0.000193701337747	0.29782001777	0.297933712034	0.298649564804	0.299542275317	0.303113117371	0.301828793283	0.306001793843	0.306957667836	0.350569945132	0.388931231815	0.443828717487	0.297811595973	0.297921079338	0.298834844345	0.29962649329	0.303277342418	0.304317434384	0.3055133296	0.307399812194	0.385179321119	0.389339688983	0.452545277688	0.253483465907	0.256793232244	0.565881431903
blast_0.0001	0.0	0.0	0.0	0.0	8.42179714788e-06	0.000193701337747	0.29782001777	0.297933712034	0.298649564804	0.299542275317	0.303113117371	0.301828793283	0.306001793843	0.306957667836	0.350569945132	0.388931231815	0.443828717487	0.297811595973	0.297921079338	0.298834844345	0.29962649329	0.303277342418	0.304317434384	0.3055133296	0.307399812194	0.385179321119	0.389339688983	0.452545277688	0.253483465907	0.256793232244	0.565881431903
blast_1e-06	0.0	0.0	0.0	0.0	8.42179714788e-06	0.000193701337747	0.29782001777	0.297933712034	0.298649564804	0.299542275317	0.303113117371	0.301828793283	0.306001793843	0.306957667836	0.350569945132	0.388931231815	0.443828717487	0.297811595973	0.297921079338	0.298834844345	0.29962649329	0.303277342418	0.304317434384	0.3055133296	0.307399812194	0.385179321119	0.389339688983	0.452545277688	0.253483465907	0.256793232244	0.565881431903
blast_1.0	0.0	0.0	0.0	0.0	8.42179714788e-06	0.000193701337747	0.29782001777	0.297933712034	0.298649564804	0.299542275317	0.303113117371	0.301828793283	0.306001793843	0.306957667836	0.350569945132	0.388931231815	0.443828717487	0.297811595973	0.297921079338	0.298834844345	0.29962649329	0.303277342418	0.304317434384	0.3055133296	0.307399812194	0.385179321119	0.389339688983	0.452545277688	0.253483465907	0.256793232244	0.565881431903
blast_1e-10	8.42179714788e-06	8.42179714788e-06	8.42179714788e-06	8.42179714788e-06	0.0	0.000185279540599	0.297828439568	0.297942133831	0.298657986601	0.299550697114	0.303121539168	0.30183721508	0.30601021564	0.306966089633	0.350578366929	0.388939653612	0.443837139284	0.29782001777	0.297929501135	0.298843266142	0.299634915087	0.303285764215	0.304325856181	0.305521751397	0.307408233991	0.385187742916	0.38934811078	0.452553699485	0.253483465906	0.256793232244	0.565890619319
blast_1e-30	0.000193701337747	0.000193701337747	0.000193701337747	0.000193701337747	0.000185279540599	0.0	0.297912657541	0.298026351804	0.298742204574	0.299634915087	0.303205757141	0.301921433053	0.306094433613	0.307025042214	0.350616265017	0.3889775517	0.443875037372	0.297904235743	0.298013719108	0.298927484115	0.299719133061	0.303369982188	0.304410074154	0.30560596937	0.307467186572	0.385225641004	0.389386008868	0.452591597573	0.253508731298	0.256662694386	0.565931962694
mothur_0.0	0.29782001777	0.29782001777	0.29782001777	0.29782001777	0.297828439568	0.297912657541	0.0	0.000762172655279	0.00208439483067	0.0164014502339	0.0220314217259	0.0222588102528	0.0299563329814	0.0466146480319	0.111361425642	0.160586830835	0.300140222925	0.000244232121576	0.000909554107941	0.0025307500873	0.0170625613212	0.0222040685702	0.0258212305091	0.028798335853	0.0476294746063	0.14658980373	0.161862733126	0.309913718687	0.173451126205	0.170924587016	0.467193820265
mothur_0.1	0.297933712034	0.297933712034	0.297933712034	0.297933712034	0.297942133831	0.298026351804	0.000762172655279	0.0	0.00133064397269	0.0156476993759	0.0212776708679	0.0215050593948	0.0292025821234	0.045860897174	0.110607674784	0.159833079977	0.29937805027	0.000947452195785	0.000408457168836	0.00188648259416	0.016418293828	0.0215092702933	0.0250674796511	0.028044584995	0.0468757237483	0.145836052872	0.161108982268	0.309159967829	0.172756327928	0.170318217611	0.467460255347
mothur_0.2	0.298649564804	0.298649564804	0.298649564804	0.298649564804	0.298657986601	0.298742204574	0.00208439483067	0.00133064397269	0.0	0.0143338989978	0.0199554486925	0.0201744154221	0.0278719381507	0.0445302532013	0.109277030811	0.158502436005	0.298055828095	0.00213071471579	0.00149907991867	0.000614791202544	0.0151044934499	0.0201954699152	0.023753679273	0.0267139410223	0.0455450797756	0.1445054089	0.159778338295	0.307829323856	0.172036264259	0.169459194287	0.46753375468
mothur_0.3	0.299542275317	0.299542275317	0.299542275317	0.299542275317	0.299550697114	0.299634915087	0.0164014502339	0.0156476993759	0.0143338989978	0.0	0.00563839328929	0.00585736001885	0.0135548827475	0.0302216195953	0.094968397205	0.144193802399	0.283755616286	0.0164014502339	0.0157571827408	0.0142075720385	0.00117062982452	0.00588683630928	0.00942820207249	0.0123968856191	0.0312364461697	0.130196775294	0.145469704689	0.29352069025	0.158519279599	0.155664290316	0.481360816695
