Taxon	MockMiSeq.even
Unknown;Other;Other;Other	0.00643425313396
k__Bacteria;Other;Other;Other	0.0301416125215
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.00055583862152
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0475494675319
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.000147381452676
k__Bacteria;p__Bacteroidetes;Other;Other	0.00102324837143
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.301883534965
k__Bacteria;p__Firmicutes;Other;Other	0.00178963192535
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.000151592351324
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.26326959436e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0816114266946
k__Bacteria;p__Firmicutes;c__Clostridia;Other	9.68506689013e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.361345634772
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae;o__Victivallales	0.000400035371549
k__Bacteria;p__Proteobacteria;Other;Other	0.00133485487138
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	4.21089864788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.0219093056649
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0949894516989
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000619002101238
k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00562154969492
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0423405859044
