Taxon	MockHiSeq.even
Unclassified;Other;Other	0.00358174729403
k__Bacteria;Other;Other	0.0956189548502
k__Bacteria;p__Actinobacteria;Other	5.07329645047e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0393104375465
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000710261503066
k__Bacteria;p__Bacteroidetes;Other	0.0225203629436
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.303131999564
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52198893514e-05
k__Bacteria;p__Firmicutes;Other	0.00065445524211
k__Bacteria;p__Firmicutes;c__Bacilli	0.0881992587914
k__Bacteria;p__Firmicutes;c__Clostridia	0.30320809901
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00363248025854
k__Bacteria;p__Proteobacteria;Other	0.104220728982
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.28298340271e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0167900746028
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0183780163918
