Taxon	EUK.Mock.1
Root;Other;Other;Other	0.00397926642271
Root;k__Bacteria;Other;Other	0.0007525799381
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other	0.00314202124157
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0230007243582
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00720595290731
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.247354211155
Root;k__Eukaryota;Other;Other	0.0241954450099
Root;k__Eukaryota;p__Fungi;Other	0.0180713257636
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0139509506025
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.444182086716
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.204363082191
Root;k__Eukaryota;p__Metazoa;Other	6.58507445838e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.008814592525
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
