Taxon	EUK.Mock.1
Root;Other;Other;Other;Other;Other	0.00397926642271
Root;k__Bacteria;Other;Other;Other;Other	0.0007525799381
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;Other;Other	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other;Other;Other	0.00314202124157
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.000244588479883
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;Other	0.000159923236846
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria;s__Neisseria_gonorrhoeae_tcdc-ng08107	0.0225962126415
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other;Other	0.00656625995993
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter;Other	0.000639692947385
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.247354211155
Root;k__Eukaryota;Other;Other;Other;Other	0.0241954450099
Root;k__Eukaryota;p__Fungi;Other;Other;Other	0.0180713257636
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other;Other	0.000338660972145
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0136122896304
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other;Other	0.191757368228
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.00197552233751
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;Other	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.000103479741489
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;s__Rhodotorula_sp._w500	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;Other	0.238577247627
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_(bakers_yeast)	0.0117120252867
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other;Other	0.0141014665902
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;s__Rhizopus_sp._accc_30795	0.190261615601
Root;k__Eukaryota;p__Metazoa;Other;Other;Other	6.58507445838e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other;Other	0.00301972700163
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other;Other	0.000884281427268
