Taxon	EUK.Mock.1
Root;Other;Other;Other;Other	0.00397926642271
Root;k__Bacteria;Other;Other;Other	0.0007525799381
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;Other	3.7628996905e-05
Root;k__Bacteria;p__Proteobacteria;Other;Other	0.00314202124157
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.000244588479883
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;g__Neisseria	0.0227561358783
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	0.00656625995993
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;g__Campylobacter	0.000639692947385
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.247354211155
Root;k__Eukaryota;Other;Other;Other	0.0241954450099
Root;k__Eukaryota;p__Fungi;Other;Other	0.0180713257636
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.000338660972145
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0136122896304
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.191757368228
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.00197552233751
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000122294239941
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.250289272914
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.0141014665902
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.190261615601
Root;k__Eukaryota;p__Metazoa;Other;Other	6.58507445838e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00301972700163
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
