Taxon	MockMiSeq.even
Unclassified;Other;Other	5.89570497892e-05
k__Bacteria;Other;Other	0.00531034569887
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0486311436404
k__Bacteria;p__Bacteroidetes;Other	0.000294785248946
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.308096908545
k__Bacteria;p__Firmicutes;Other	0.000871722093312
k__Bacteria;p__Firmicutes;c__Bacilli	0.0877365125221
k__Bacteria;p__Firmicutes;c__Clostridia	0.379152787195
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00579042453287
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000400065694998
k__Bacteria;p__Proteobacteria;Other	0.00028215159542
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	3.79009605788e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.120550321948
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0427859732756
