Taxon	Mock.1	Mock.3	Mock.2
k__Fungi;Other;Other;Other;Other;Other;Other	0.0	6.55222120299e-05	0.000100833557408
k__Fungi;p__Ascomycota;Other;Other;Other;Other;Other	0.0717099008556	0.06584982309	0.0648359774133
k__Fungi;p__Ascomycota;c__Dothideomycetes;Other;Other;Other;Other	0.000135814206166	6.55222120299e-05	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__;g__Cystocoleus;Other	0.0312372674182	0.0297470842616	0.0316953482119
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Emericella;Other	0.00023767486079	0.00026208884812	0.000168055929013
k__Fungi;p__Ascomycota;c__Lecanoromycetes;Other;Other;Other;Other	0.127631400244	0.130454724151	0.13108362463
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Rhizocarpales;f__Catillariaceae;g__Austrolecia;Other	0.452261306533	0.429498099856	0.463834364076
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;Other;Other;Other	0.000543256824664	0.000524177696239	0.000235278300618
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__;Other	0.105595545294	0.12265758092	0.10362328583
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces;Other	0.0716419937525	0.0602804350675	0.0800282333961
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces;Other	0.0226130653266	0.0158563753112	0.0241328314063
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Stachybotrys;Other	3.39535515415e-05	0.0	0.000100833557408
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;Other	0.101656933315	0.133468745905	0.0882629739177
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;Other;Other	0.00023767486079	0.000393133272179	0.000268889486421
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Microcera;Other	0.0	6.55222120299e-05	3.36111858026e-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;Other;Other	6.7907103083e-05	0.0	3.36111858026e-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;Other	0.0141586309928	0.0107456427729	0.0114950255445
k__Fungi;p__Basidiomycota;Other;Other;Other;Other;Other	6.7907103083e-05	6.55222120299e-05	3.36111858026e-05
k__Fungi;p__Basidiomycota;c__Agaricomycetes;Other;Other;Other;Other	0.000135814206166	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;Other;Other	3.39535515415e-05	0.0	3.36111858026e-05
