Feature ID	Taxon	Confidence
d0d4787d4c9eb1c264a316e28c5fbc55	k__Fungi;p__Basidiomycota	0.7553434295950084
f7b4a5a86e856af0c39f006d0dfb8711	k__Fungi;p__Basidiomycota	0.7553455196000465
0eb90d18ced1b814ab634f6646a6fbc1	k__Fungi;p__Basidiomycota	0.755343338076027
37cd4d4398003b56fcbb6ee68438bad7	k__Fungi;p__Basidiomycota	0.7553476987459904
0246cb24f0fccd870774f7c5d985ebe6	k__Fungi;p__Basidiomycota	0.7553445284353766
090f10c4f3c12bef6bf0d3dc87db5b89	k__Fungi;p__Basidiomycota	0.7553459049638235
1b2a87335a2aa8cddad1d88cad48651e	k__Fungi;p__Basidiomycota	0.7553471819202585
4a0b589c3597ac19e9ed9f89cac9900b	k__Fungi;p__Basidiomycota	0.7553420238540689
936f4a6c85343b64ed52e4c8a7cf05df	k__Fungi;p__Basidiomycota	0.7553472368113859
0cf9fe899150ec55e8bb5b6cb2f1e110	k__Fungi;p__Basidiomycota	0.7553456029201658
28987921cb876144d25822dc3c4834b2	k__Fungi;p__Basidiomycota	0.7553504867785198
03d16add1bd16879bfa2ac1ac0063c6c	k__Fungi;p__Basidiomycota	0.7553442049697954
7b6f1a477a2fc54d89b09cb77d91cb1d	k__Fungi;p__Basidiomycota	0.7553464618405384
73c10d75594ef1ba1041422f6b0e80cc	k__Fungi;p__Basidiomycota	0.7553449436650287
312e41a0d14ad673e5ab04d477d8c0f7	k__Fungi;p__Basidiomycota	0.7553452266075092
b9e46aa0fe9ab965710bb358a330ec16	k__Fungi;p__Basidiomycota	0.7553463530666031
2330c7c2c525e69c0e50dd353cec95a0	k__Fungi;p__Basidiomycota	0.7553434704548551
6fbf1b6701af624a055b6cf7a838619b	k__Fungi;p__Basidiomycota	0.755348089010339
2f493be447fb16212bcf8ee1bc9433f4	k__Fungi;p__Basidiomycota	0.7553493881655813
72dfa183b8bcb04daa0d1e3385e29048	k__Fungi;p__Basidiomycota	0.7553429968304955
8dd48fd07eafaca1f36979bdf4d63e53	k__Fungi;p__Basidiomycota	0.7553411392164684
054bfb26de038f0017d90d314101cdd1	k__Fungi;p__Basidiomycota	0.7553488462483552
a3c0b1374c5fab13ca2c2ab381bc266d	k__Fungi;p__Basidiomycota	0.755342948007237
663b9ce871d8821ad3d4b64f83ee91bd	k__Fungi;p__Basidiomycota	0.7553453906533025
393d667103e3ba009c339a21ba8a47c9	k__Fungi;p__Basidiomycota	0.7553433007225087
d5a8337527bd81baebaa8618ccea88a4	k__Fungi;p__Basidiomycota	0.7553422060412295
044d38cd5773bea85a9fa7ece7702bf8	k__Fungi;p__Basidiomycota	0.7553429408587367
a880f695dbcc35744b9f26b6d4760f51	k__Fungi;p__Basidiomycota	0.7553419683235301
668aa2bb8ea0c8fa6fdb2033eaf4cf9b	k__Fungi;p__Basidiomycota	0.7553434627028507
e5301bbaccdb6b0a13b86410d52b5220	k__Fungi;p__Basidiomycota	0.7553441193171965
9299202cf8d0c4c671f64a96f5fb3615	k__Fungi;p__Basidiomycota	0.7553528472884705
8246a28746d3c9f9184dbc2b4b01204b	k__Fungi;p__Basidiomycota	0.7553363845903228
fb1b568615e94698f3621a2c9ecd2a8d	k__Fungi;p__Basidiomycota	0.755346879825746
357312c0f2ce1f4aa916ec782d304f34	k__Fungi;p__Basidiomycota	0.7553481375359962
9f9c0ed6a1fcd5d0bddc05f899f38678	k__Fungi;p__Basidiomycota	0.755344920065234
daba2c6e69a632bab052782288a2c0b0	k__Fungi;p__Basidiomycota	0.755333866946634
09fd9ecc4b8080d7038b38578db5e35c	k__Fungi;p__Basidiomycota	0.7553454499606619
6ea7fae02091c06e31a751312ff24648	k__Fungi;p__Basidiomycota	0.7553426129390631
c62964620ef9d745c1ad4bb633142a70	k__Fungi;p__Basidiomycota	0.7553423915693219
df37a27b14f89533ad402f9d1e2bb801	k__Fungi;p__Basidiomycota	0.755341595045715
b6ec874fc06541814e6d3eb32e4c767e	k__Fungi;p__Basidiomycota	0.7553429116806522
d76e0eead41821a8f3ec429fcf8bc476	k__Fungi;p__Basidiomycota	0.7553463859488618
0a34f6517e4e22927e4f45bb06a9904b	k__Fungi;p__Basidiomycota	0.7553409636960647
e6fec7ae7d8de920070f73aad8fef06b	k__Fungi;p__Basidiomycota	0.7553486804059206
cd6b21d370bbbd9723715be146c35319	k__Fungi;p__Basidiomycota	0.755344981874914
52eac204085e35f64ae6948e6a4cd145	k__Fungi;p__Basidiomycota	0.7553484861192336
