# QIIME v1.5.0 OTU table
#OTU ID	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	uclust_consensus0.5_similarity0.75_accepts1	uclust_consensus0.5_similarity0.99_accepts5	uclust_consensus0.75_similarity0.95_accepts3	uclust_consensus1.0_similarity0.8_accepts10	uclust_consensus0.5_similarity0.75_accepts10	uclust_consensus0.5_similarity0.9_accepts1	uclust_consensus0.75_similarity0.95_accepts5	uclust_consensus1.0_similarity0.8_accepts3	uclust_consensus0.5_similarity0.75_accepts3	uclust_consensus0.5_similarity0.9_accepts10	uclust_consensus0.75_similarity0.97_accepts1	uclust_consensus1.0_similarity0.8_accepts5	uclust_consensus0.5_similarity0.75_accepts5	uclust_consensus0.5_similarity0.9_accepts3	uclust_consensus0.75_similarity0.97_accepts10	uclust_consensus1.0_similarity0.93_accepts1	uclust_consensus0.5_similarity0.7_accepts1	uclust_consensus0.5_similarity0.9_accepts5	uclust_consensus0.75_similarity0.97_accepts3	uclust_consensus1.0_similarity0.93_accepts10	uclust_consensus0.5_similarity0.7_accepts10	uclust_consensus0.5_similarity1.0_accepts1	uclust_consensus0.75_similarity0.97_accepts5	uclust_consensus1.0_similarity0.93_accepts3	uclust_consensus0.5_similarity0.7_accepts3	uclust_consensus0.5_similarity1.0_accepts10	uclust_consensus0.75_similarity0.99_accepts1	uclust_consensus1.0_similarity0.93_accepts5	uclust_consensus0.5_similarity0.7_accepts5	uclust_consensus0.5_similarity1.0_accepts3	uclust_consensus0.75_similarity0.99_accepts10	uclust_consensus1.0_similarity0.95_accepts1	uclust_consensus0.5_similarity0.8_accepts1	uclust_consensus0.5_similarity1.0_accepts5	uclust_consensus0.75_similarity0.99_accepts3	uclust_consensus1.0_similarity0.95_accepts10	uclust_consensus0.5_similarity0.8_accepts10	uclust_consensus0.75_similarity0.75_accepts1	uclust_consensus0.75_similarity0.99_accepts5	uclust_consensus1.0_similarity0.95_accepts3	uclust_consensus0.5_similarity0.8_accepts3	uclust_consensus0.75_similarity0.75_accepts10	uclust_consensus0.75_similarity0.9_accepts1	uclust_consensus1.0_similarity0.95_accepts5	uclust_consensus0.5_similarity0.8_accepts5	uclust_consensus0.75_similarity0.75_accepts3	uclust_consensus0.75_similarity0.9_accepts10	uclust_consensus1.0_similarity0.97_accepts1	uclust_consensus0.5_similarity0.93_accepts1	uclust_consensus0.75_similarity0.75_accepts5	uclust_consensus0.75_similarity0.9_accepts3	uclust_consensus1.0_similarity0.97_accepts10	uclust_consensus0.5_similarity0.93_accepts10	uclust_consensus0.75_similarity0.7_accepts1	uclust_consensus0.75_similarity0.9_accepts5	uclust_consensus1.0_similarity0.97_accepts3	uclust_consensus0.5_similarity0.93_accepts3	uclust_consensus0.75_similarity0.7_accepts10	uclust_consensus0.75_similarity1.0_accepts1	uclust_consensus1.0_similarity0.97_accepts5	uclust_consensus0.5_similarity0.93_accepts5	uclust_consensus0.75_similarity0.7_accepts3	uclust_consensus0.75_similarity1.0_accepts10	uclust_consensus1.0_similarity0.99_accepts1	uclust_consensus0.5_similarity0.95_accepts1	uclust_consensus0.75_similarity0.7_accepts5	uclust_consensus0.75_similarity1.0_accepts3	uclust_consensus1.0_similarity0.99_accepts10	uclust_consensus0.5_similarity0.95_accepts10	uclust_consensus0.75_similarity0.8_accepts1	uclust_consensus0.75_similarity1.0_accepts5	uclust_consensus1.0_similarity0.99_accepts3	uclust_consensus0.5_similarity0.95_accepts3	uclust_consensus0.75_similarity0.8_accepts10	uclust_consensus1.0_similarity0.75_accepts1	uclust_consensus1.0_similarity0.99_accepts5	uclust_consensus0.5_similarity0.95_accepts5	uclust_consensus0.75_similarity0.8_accepts3	uclust_consensus1.0_similarity0.75_accepts10	uclust_consensus1.0_similarity0.9_accepts1	uclust_consensus0.5_similarity0.97_accepts1	uclust_consensus0.75_similarity0.8_accepts5	uclust_consensus1.0_similarity0.75_accepts3	uclust_consensus1.0_similarity0.9_accepts10	uclust_consensus0.5_similarity0.97_accepts10	uclust_consensus0.75_similarity0.93_accepts1	uclust_consensus1.0_similarity0.75_accepts5	uclust_consensus1.0_similarity0.9_accepts3	uclust_consensus0.5_similarity0.97_accepts3	uclust_consensus0.75_similarity0.93_accepts10	uclust_consensus1.0_similarity0.7_accepts1	uclust_consensus1.0_similarity0.9_accepts5	uclust_consensus0.5_similarity0.97_accepts5	uclust_consensus0.75_similarity0.93_accepts3	uclust_consensus1.0_similarity0.7_accepts10	uclust_consensus1.0_similarity1.0_accepts1	uclust_consensus0.5_similarity0.99_accepts1	uclust_consensus0.75_similarity0.93_accepts5	uclust_consensus1.0_similarity0.7_accepts3	uclust_consensus1.0_similarity1.0_accepts10	uclust_consensus0.5_similarity0.99_accepts10	uclust_consensus0.75_similarity0.95_accepts1	uclust_consensus1.0_similarity0.7_accepts5	uclust_consensus1.0_similarity1.0_accepts3	uclust_consensus0.5_similarity0.99_accepts3	uclust_consensus0.75_similarity0.95_accepts10	uclust_consensus1.0_similarity0.8_accepts1	uclust_consensus1.0_similarity1.0_accepts5	Expected	taxonomy
1	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0015600624025	0	0	0	0	0.00104004160166	0	0	0.000520020800832	0	0.00104004160166	0	0	0.000520020800832	0	0.0	0.0015600624025	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0.000520020800832	0.0015600624025	0	0	0	0	0.0015600624025	0	0	0.000520020800832	0	0.00104004160166	0	0	0	0	0.00104004160166	0.0	0	0	0	0	0.0015600624025	0	0	0.0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0.0015600624025	0	0	0	0	0.0015600624025	0	0	0	0	0.00104004160166	0.00104004160166	0	0	0	0	0.0	0	0	0	0	0.0015600624025	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0.0015600624025	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella
2	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.00104004160166	0.0254810192408	0.0249609984399	0.0244409776391	0.0166406656266	0	0	0	0	0	0	0	0.0254810192408	0.0249609984399	0.0239209568383	0.0234009360374	0	0	0	0	0	0	0	0.00104004160166	0.0166406656266	0	0	0	0	0.0135205408216	0	0	0.00104004160166	0	0.0015600624025	0	0	0.000520020800832	0	0.0015600624025	0.0166406656266	0.00312012480499	0	0	0	0	0	0	0.00104004160166	0	0.00104004160166	0	0	0	0	0.00104004160166	0.0166406656266	0	0	0	0	0.0166406656266	0	0	0.00104004160166	0	0.0135205408216	0	0	0	0	0.0015600624025	0.0015600624025	0	0	0	0	0.0166406656266	0	0	0	0	0	0	0	0	0	0.00104004160166	0.00104004160166	0	0	0	0.000520020800832	0.0166406656266	0	0	0.000520020800832	0	0.0166406656266	0	0.000520020800832	0	0	0.0135205408216	0.0015600624025	0	0	0	0	0.0015600624025	0	0	0.00104004160166	0	0.0166406656266	0	0	0	0	0	0.00104004160166	0	0	0	0	0.00104004160166	0	0	0	0	0.0166406656266	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus
4	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.0676027041082	0	0	0.000520020800832	0.068122724909	0	0.068122724909	0.068122724909	0.068122724909	0.0676027041082	0.068122724909	0.068122724909	0.068122724909	0.0676027041082	0.068122724909	0.068122724909	0.068122724909	0.0676027041082	0	0.000520020800832	0.0676027041082	0.0676027041082	0.068122724909	0.068122724909	0.0676027041082	0.0676027041082	0	0.068122724909	0.0676027041082	0	0	0.068122724909	0.0676027041082	0.0676027041082	0	0.000520020800832	0.068122724909	0	0	0.068122724909	0	0.068122724909	0	0.068122724909	0.068122724909	0	0.0676027041082	0.068122724909	0.068122724909	0.068122724909	0	0.068122724909	0.068122724909	0	0.0676027041082	0.068122724909	0	0.0676027041082	0	0.068122724909	0.068122724909	0.0676027041082	0.0676027041082	0	0.068122724909	0.0676027041082	0	0.000520020800832	0.068122724909	0.0676027041082	0.0676027041082	0.000520020800832	0	0.068122724909	0	0.068122724909	0.068122724909	0	0.068122724909	0.0676027041082	0.068122724909	0.068122724909	0	0.068122724909	0.068122724909	0.068122724909	0.068122724909	0.0676027041082	0	0.068122724909	0	0.0676027041082	0.068122724909	0	0.0676027041082	0.0676027041082	0.068122724909	0.068122724909	0.0676027041082	0.0676027041082	0	0.068122724909	0.0676027041082	0.0676027041082	0	0.068122724909	0.0676027041082	0.047593664	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium
5	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260010400416	0	0	0	0	0	0	0	0	0	0.0145605824233	0	0	0	0	0.0166406656266	0.00260010400416	0	0	0	0	0	0	0	0	0.0140405616225	0	0	0	0	0	0.0015600624025	0.00260010400416	0.0140405616225	0	0	0	0.00260010400416	0	0	0	0	0	0	0	0	0	0.0145605824233	0.0166406656266	0	0	0	0	0.00260010400416	0	0	0	0	0	0	0	0	0	0	0.0015600624025	0	0	0	0	0.00260010400416	0	0	0	0	0.00260010400416	0	0	0	0	0	0.0145605824233	0	0	0	0	0.0166406656266	0	0	0	0	0.00260010400416	0	0	0	0	0	0	0	0	0	0	0.0015600624025	0	0	0	0	0.00260010400416	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0.00104004160166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;Other;Other;Other;Other;Other
7	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.000520020800832	0.00104004160166	0.00104004160166	0.000520020800832	0	0	0	0	0	0	0	0	0.00104004160166	0.00104004160166	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104004160166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104004160166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104004160166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__;g__
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068122724909	0.0676027041082	0	0	0.068122724909	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0.000520020800832	0.0676027041082	0	0	0.000520020800832	0	0	0	0	0.068122724909	0	0	0.0676027041082	0	0	0	0	0.068122724909	0	0	0.0676027041082	0.068122724909	0	0.068122724909	0	0.068122724909	0	0	0.068122724909	0	0	0	0	0.0676027041082	0	0	0.068122724909	0.000520020800832	0	0.068122724909	0	0.0676027041082	0	0	0	0	0	0	0	0.0676027041082	0	0	0	0	0	0.068122724909	0	0.0676027041082	0	0	0.0676027041082	0	0	0	0	0.0676027041082	0	0	0	0	0	0.068122724909	0	0.0676027041082	0.000520020800832	0	0.0676027041082	0	0	0	0	0	0	0	0	0	0	0.068122724909	0	0	0	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520020800832	0	0	0	0	0	0	0	0	0	0	0	0	0.0998439937598	0	0	0.100884035361	0.101404056162	0	0	0	0.101404056162	0	0	0	0.101404056162	0	0	0	0	0	0	0.00104004160166	0.100884035361	0	0	0	0.100884035361	0	0	0	0.100884035361	0	0	0	0	0	0	0	0.100884035361	0	0	0	0.100884035361	0	0	0	0.100884035361	0	0.101404056162	0	0	0	0	0.100884035361	0.100884035361	0	0	0	0.00104004160166	0	0	0	0.100884035361	0	0.101404056162	0.0998439937598	0	0	0	0.0998439937598	0	0	0	0.0998439937598	0	0	0	0	0	0	0.101404056162	0.101404056162	0	0	0	0.101404056162	0.100884035361	0	0	0.101404056162	0.100884035361	0	0	0	0.100884035361	0	0.100884035361	0.101404056162	0	0	0.0998439937598	0.101404056162	0.0998439937598	0	0	0.101404056162	0.0998439937598	0	0	0	0.0998439937598	0	HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;Other
10	0	0	0	0	0	0	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0145605824233	0.0140405616225	0	0	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0166406656266	0.0145605824233	0.000520020800832	0	0	0.0166406656266	0.0140405616225	0.0161206448258	0.0166406656266	0	0.0166406656266	0.0166406656266	0.0166406656266	0	0.0	0.0161206448258	0.00208008320333	0	0.0	0.0161206448258	0	0.0	0.0140405616225	0.0161206448258	0	0	0.0166406656266	0.0140405616225	0	0.0	0.0	0	0.0161206448258	0.0	0.0	0.0140405616225	0.00208008320333	0.0166406656266	0.0140405616225	0	0.0161206448258	0	0.0166406656266	0.0140405616225	0.0161206448258	0.0166406656266	0.0	0	0.0166406656266	0.00208008320333	0.0	0	0.0	0.00208008320333	0.0	0	0.0161206448258	0	0.0166406656266	0.0140405616225	0.0161206448258	0	0.0166406656266	0	0.0140405616225	0	0.0166406656266	0	0	0.0161206448258	0.0166406656266	0	0	0.00208008320333	0.0166406656266	0.0140405616225	0	0.0161206448258	0.0166406656266	0	0.0140405616225	0.00208008320333	0.0166406656266	0	0	0.0166406656266	0.00208008320333	0	0	0	0.00208008320333	0.0	0	0.0161206448258	0.00208008320333	0.0	0.0140405616225	0.0161206448258	0.00208008320333	0.0	0	0.0140405616225	0.0161206448258	0.00208008320333	0	0	0.0161206448258	0.0166406656266	0	0	0.0161206448258	0.00208008320333	0.0140405616225	0	0.047593664	HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
